,timestamp,bpf_block_irq,bpf_cpu_time_us,bpf_net_rx_irq,bpf_net_tx_irq,bpf_page_cache_hit,platform_power,node_type,id
57,1699527080,0.0,1394.3333333333333,241.0,0,5.333333333333333,5.0,1.0,all containers
58,1699527083,0.3333333333333333,1415.6666666666665,239.33333333333334,0,1.3333333333333333,3.0,1.0,all containers
59,1699527086,0.3333333333333333,1392.6666666666665,216.33333333333331,0,1.6666666666666667,1.0,1.0,all containers
60,1699527089,0.3333333333333333,1453.6666666666667,318.6666666666667,0,30.333333333333332,18.0,1.0,all containers
61,1699527092,0.3333333333333333,8958.0,240.33333333333334,0,3.6666666666666665,36.0,1.0,all containers
62,1699527095,0.0,8912.0,220.66666666666666,0,0.3333333333333333,33.0,1.0,all containers
63,1699527098,0.6666666666666666,8917.333333333334,229.0,0,5.333333333333333,33.0,1.0,all containers
64,1699527101,0.0,8903.666666666666,198.66666666666666,0,1.3333333333333333,36.0,1.0,all containers
65,1699527104,0.3333333333333333,8929.666666666666,218.0,0,0.3333333333333333,35.0,1.0,all containers
66,1699527107,0.0,8892.666666666666,197.66666666666669,0,0.0,36.0,1.0,all containers
67,1699527110,0.3333333333333333,8927.666666666668,233.66666666666666,0,6.333333333333333,33.0,1.0,all containers
68,1699527113,0.6666666666666666,8901.666666666666,209.33333333333334,0,0.3333333333333333,34.0,1.0,all containers
69,1699527116,0.0,8891.333333333332,205.66666666666666,0,0.3333333333333333,34.0,1.0,all containers
70,1699527119,0.0,1403.3333333333333,234.33333333333331,0,7.0,32.0,1.0,all containers
71,1699527122,1.0,1404.6666666666665,282.66666666666663,0,4.0,4.0,1.0,all containers
72,1699527125,0.6666666666666666,1403.0,229.33333333333331,0,1.3333333333333333,4.0,1.0,all containers
73,1699527128,0.3333333333333333,1398.0,224.66666666666666,0,1.0,1.0,1.0,all containers
74,1699527131,0.0,1430.0,269.3333333333333,0,18.0,1.0,1.0,all containers
75,1699527134,0.6666666666666666,12081.0,276.3333333333333,0,10.333333333333332,44.0,1.0,all containers
76,1699527137,0.0,15498.666666666666,249.33333333333331,0,0.0,51.0,1.0,all containers
77,1699527140,0.3333333333333333,15473.333333333334,230.66666666666669,0,4.666666666666667,49.0,1.0,all containers
78,1699527143,0.3333333333333333,15495.0,250.33333333333331,0,0.3333333333333333,47.0,1.0,all containers
79,1699527146,0.0,15455.666666666668,217.66666666666669,0,0.3333333333333333,48.0,1.0,all containers
80,1699527149,0.6666666666666666,15461.333333333334,228.33333333333334,0,0.3333333333333333,48.0,1.0,all containers
81,1699527152,0.0,15477.666666666668,238.0,0,7.666666666666667,46.0,1.0,all containers
82,1699527155,0.3333333333333333,15501.333333333332,223.33333333333334,0,1.6666666666666667,47.0,1.0,all containers
83,1699527158,0.3333333333333333,15443.666666666666,221.33333333333334,0,0.0,48.0,1.0,all containers
84,1699527161,0.3333333333333333,15491.333333333332,222.0,0,5.0,49.0,1.0,all containers
85,1699527164,1.3333333333333333,1411.6666666666665,274.0,0,6.333333333333333,22.0,1.0,all containers
86,1699527167,0.0,1392.6666666666667,273.3333333333333,0,1.0,0.0,1.0,all containers
87,1699527170,0.3333333333333333,1397.0,224.66666666666669,0,5.666666666666667,3.0,1.0,all containers
88,1699527173,0.3333333333333333,1412.3333333333335,244.0,0,1.6666666666666667,3.0,1.0,all containers
89,1699527176,0.3333333333333333,1503.6666666666665,295.0,0,25.0,6.0,1.0,all containers
90,1699527179,0.6666666666666666,23418.0,267.0,0,1.0,55.0,1.0,all containers
91,1699527182,0.0,23782.333333333332,241.0,0,6.0,59.0,1.0,all containers
92,1699527185,0.6666666666666666,23832.333333333332,237.33333333333331,0,2.0,56.0,1.0,all containers
93,1699527188,0.3333333333333333,23812.666666666668,234.33333333333331,0,0.0,57.0,1.0,all containers
94,1699527191,0.0,23828.333333333332,221.0,0,5.666666666666667,58.0,1.0,all containers
95,1699527194,0.6666666666666666,23797.0,217.66666666666666,0,1.6666666666666667,59.0,1.0,all containers
96,1699527197,0.0,23828.0,232.66666666666669,0,1.3333333333333333,57.0,1.0,all containers
97,1699527200,0.6666666666666666,23802.0,221.33333333333334,0,0.0,58.0,1.0,all containers
98,1699527203,0.3333333333333333,23827.666666666664,235.33333333333331,0,5.666666666666667,58.0,1.0,all containers
99,1699527206,0.3333333333333333,23616.666666666664,226.0,0,10.0,58.0,1.0,all containers
100,1699527209,1.3333333333333333,1383.3333333333335,282.6666666666667,0,5.0,20.0,1.0,all containers
101,1699527212,0.0,1443.0,269.6666666666667,0,7.333333333333333,3.0,1.0,all containers
102,1699527215,0.3333333333333333,1403.0,243.66666666666669,0,1.3333333333333333,1.0,1.0,all containers
103,1699527218,0.0,1382.3333333333335,222.66666666666666,0,0.6666666666666666,1.0,1.0,all containers
104,1699527221,0.3333333333333333,1449.0,285.6666666666667,0,28.666666666666668,2.0,1.0,all containers
105,1699527224,0.6666666666666666,26240.0,304.0,0,0.6666666666666666,29.0,1.0,all containers
106,1699527227,0.0,28471.0,283.0,0,0.6666666666666666,43.0,1.0,all containers
107,1699527230,0.6666666666666666,28578.666666666668,251.66666666666666,0,1.0,44.0,1.0,all containers
108,1699527233,0.0,28532.666666666664,294.3333333333333,0,5.0,46.0,1.0,all containers
109,1699527236,0.6666666666666666,28612.333333333336,248.0,0,0.3333333333333333,46.0,1.0,all containers
110,1699527239,0.0,28525.0,239.66666666666666,0,1.0,44.0,1.0,all containers
111,1699527242,0.3333333333333333,28625.666666666668,265.6666666666667,0,4.666666666666667,46.0,1.0,all containers
112,1699527245,0.3333333333333333,28610.0,258.3333333333333,0,1.3333333333333333,43.0,1.0,all containers
113,1699527248,0.0,28802.333333333336,247.0,0,0.3333333333333333,44.0,1.0,all containers
114,1699527251,0.3333333333333333,28509.333333333332,245.33333333333331,0,1.0,44.0,1.0,all containers
115,1699527254,1.0,1423.6666666666665,267.0,0,10.0,29.0,1.0,all containers
116,1699527257,0.3333333333333333,1430.6666666666667,271.0,0,1.0,3.0,1.0,all containers
117,1699527260,0.3333333333333333,1401.6666666666667,222.66666666666669,0,1.0,1.0,1.0,all containers
118,1699527263,0.0,1425.6666666666667,242.66666666666666,0,6.0,2.0,1.0,all containers
119,1699527266,0.6666666666666666,1446.0,290.6666666666667,0,25.0,3.0,1.0,all containers
120,1699527269,0.0,24347.666666666668,319.0,0,6.333333333333333,44.0,1.0,all containers
121,1699527272,0.3333333333333333,28572.333333333336,279.3333333333333,0,3.0,49.0,1.0,all containers
122,1699527275,0.3333333333333333,28484.666666666668,267.0,0,4.666666666666667,45.0,1.0,all containers
123,1699527278,0.3333333333333333,28627.333333333332,309.0,0,0.3333333333333333,44.0,1.0,all containers
124,1699527281,0.6666666666666666,28563.0,241.33333333333334,0,0.0,46.0,1.0,all containers
125,1699527284,0.0,28644.333333333336,269.66666666666663,0,5.0,44.0,1.0,all containers
126,1699527287,0.6666666666666666,28662.0,250.33333333333334,0,0.3333333333333333,45.0,1.0,all containers
127,1699527290,0.3333333333333333,28626.333333333332,254.33333333333331,0,0.3333333333333333,43.0,1.0,all containers
128,1699527293,0.3333333333333333,28471.666666666668,274.33333333333337,0,0.6666666666666666,44.0,1.0,all containers
129,1699527296,0.3333333333333333,28643.0,267.3333333333333,0,4.666666666666667,44.0,1.0,all containers
130,1699527299,1.0,1396.6666666666667,244.0,0,5.333333333333333,4.0,1.0,all containers
131,1699527302,0.3333333333333333,1420.3333333333333,255.66666666666666,0,0.3333333333333333,2.0,1.0,all containers
132,1699527305,0.0,1423.0,236.66666666666669,0,4.666666666666667,2.0,1.0,all containers
133,1699527308,0.0,1407.3333333333333,239.33333333333331,0,1.0,2.0,1.0,all containers
134,1699527311,0.0,1475.0,270.33333333333337,0,24.666666666666668,2.0,1.0,all containers
135,1699527314,0.0,4699.666666666667,258.6666666666667,0,1.0,16.0,1.0,all containers
136,1699527317,0.6666666666666666,5251.666666666667,272.3333333333333,0,7.0,39.0,1.0,all containers
137,1699527320,0.0,5200.666666666667,241.33333333333334,0,0.3333333333333333,38.0,1.0,all containers
138,1699527323,0.0,5222.333333333333,220.66666666666666,0,0.6666666666666666,38.0,1.0,all containers
139,1699527326,0.6666666666666666,5201.666666666667,216.66666666666666,0,4.666666666666667,36.0,1.0,all containers
140,1699527329,0.0,5191.0,200.66666666666666,0,0.0,37.0,1.0,all containers
141,1699527332,0.3333333333333333,5222.0,212.33333333333334,0,3.3333333333333335,37.0,1.0,all containers
142,1699527335,0.0,5237.0,221.66666666666666,0,5.0,38.0,1.0,all containers
143,1699527338,0.3333333333333333,5206.0,203.66666666666666,0,0.3333333333333333,41.0,1.0,all containers
144,1699527341,0.3333333333333333,5192.0,196.0,0,0.3333333333333333,39.0,1.0,all containers
145,1699527344,1.0,1429.0,279.0,0,5.666666666666667,0.0,1.0,all containers
146,1699527347,0.6666666666666666,1422.6666666666665,272.3333333333333,0,6.333333333333333,2.0,1.0,all containers
147,1699527350,0.0,1402.0,224.0,0,0.3333333333333333,0.0,1.0,all containers
148,1699527353,0.6666666666666666,1412.0,233.66666666666666,0,0.3333333333333333,1.0,1.0,all containers
149,1699527356,0.3333333333333333,1447.0,294.6666666666667,0,29.666666666666668,7.0,1.0,all containers
150,1699527359,0.0,8976.333333333332,244.66666666666666,0,1.0,55.0,1.0,all containers
151,1699527362,0.6666666666666666,8935.333333333334,228.66666666666666,0,1.6666666666666667,54.0,1.0,all containers
152,1699527365,0.0,8990.0,213.0,0,1.3333333333333333,54.0,1.0,all containers
153,1699527368,0.3333333333333333,8977.666666666666,235.0,0,4.0,54.0,1.0,all containers
154,1699527371,0.3333333333333333,8955.666666666666,222.66666666666666,0,0.0,53.0,1.0,all containers
155,1699527374,0.0,8979.0,214.0,0,1.0,56.0,1.0,all containers
156,1699527377,0.6666666666666666,9166.0,236.33333333333334,0,5.0,58.0,1.0,all containers
157,1699527380,0.0,8983.666666666668,223.33333333333334,0,0.0,56.0,1.0,all containers
158,1699527383,0.0,8991.333333333332,212.66666666666666,0,1.3333333333333333,56.0,1.0,all containers
159,1699527386,0.0,7847.0,229.0,0,10.333333333333334,54.0,1.0,all containers
160,1699527389,1.3333333333333333,1422.3333333333333,305.0,0,8.333333333333334,3.0,1.0,all containers
161,1699527392,0.3333333333333333,1423.3333333333333,237.66666666666666,0,3.0,2.0,1.0,all containers
162,1699527395,0.0,1432.0,226.66666666666666,0,1.3333333333333333,2.0,1.0,all containers
163,1699527398,0.3333333333333333,1406.3333333333335,234.0,0,4.666666666666667,1.0,1.0,all containers
164,1699527401,0.3333333333333333,1436.3333333333335,293.6666666666667,0,24.666666666666668,18.0,1.0,all containers
165,1699527404,0.3333333333333333,15575.0,226.33333333333331,0,0.6666666666666666,85.0,1.0,all containers
166,1699527407,0.0,15576.666666666666,247.33333333333334,0,5.0,86.0,1.0,all containers
167,1699527410,0.0,15575.666666666668,217.66666666666666,0,0.6666666666666666,87.0,1.0,all containers
168,1699527413,0.3333333333333333,15581.0,221.0,0,1.0,88.0,1.0,all containers
169,1699527416,0.6666666666666666,15561.0,199.0,0,1.0,81.0,1.0,all containers
170,1699527419,0.0,15601.333333333334,225.0,0,5.333333333333333,87.0,1.0,all containers
171,1699527422,0.6666666666666666,15575.0,206.33333333333334,0,1.0,87.0,1.0,all containers
172,1699527425,0.0,15585.333333333332,232.66666666666669,0,0.6666666666666666,89.0,1.0,all containers
173,1699527428,0.6666666666666666,15565.666666666668,227.33333333333334,0,5.333333333333333,88.0,1.0,all containers
174,1699527431,0.0,9818.333333333334,231.0,0,17.333333333333332,65.0,1.0,all containers
175,1699527434,1.6666666666666667,1448.3333333333335,298.3333333333333,0,4.666666666666667,4.0,1.0,all containers
176,1699527437,0.3333333333333333,1407.0,235.0,0,0.3333333333333333,5.0,1.0,all containers
177,1699527440,0.0,1437.0,250.0,0,5.0,2.0,1.0,all containers
178,1699527443,0.3333333333333333,1415.0,232.33333333333331,0,0.6666666666666666,3.0,1.0,all containers
179,1699527446,0.0,1427.3333333333333,283.0,0,24.0,7.0,1.0,all containers
180,1699527449,0.3333333333333333,23952.666666666668,221.33333333333331,0,4.333333333333333,101.0,1.0,all containers
181,1699527452,0.3333333333333333,24000.0,218.33333333333331,0,2.3333333333333335,100.0,1.0,all containers
182,1699527455,0.3333333333333333,23976.333333333332,222.66666666666669,0,0.6666666666666666,101.0,1.0,all containers
183,1699527458,0.6666666666666666,24013.0,208.66666666666666,0,5.333333333333333,102.0,1.0,all containers
184,1699527461,0.0,24001.666666666664,197.66666666666669,0,0.3333333333333333,101.0,1.0,all containers
185,1699527464,0.6666666666666666,24022.0,196.33333333333334,0,1.3333333333333333,102.0,1.0,all containers
186,1699527467,0.0,23992.666666666668,216.0,0,0.6666666666666666,98.0,1.0,all containers
187,1699527470,0.3333333333333333,24018.666666666664,190.33333333333334,0,6.0,102.0,1.0,all containers
188,1699527473,0.3333333333333333,24021.0,203.0,0,1.3333333333333333,94.0,1.0,all containers
189,1699527476,0.0,16354.0,224.0,0,27.0,95.0,1.0,all containers
190,1699527479,1.3333333333333333,1537.3333333333335,313.0,0,7.666666666666667,1.0,1.0,all containers
191,1699527482,0.3333333333333333,1391.0,227.0,0,0.0,2.0,1.0,all containers
192,1699527485,0.0,1414.3333333333333,230.66666666666669,0,0.3333333333333333,4.0,1.0,all containers
193,1699527488,0.6666666666666666,1397.6666666666667,219.66666666666666,0,0.0,1.0,1.0,all containers
194,1699527491,0.0,1291.0,261.3333333333333,0,28.666666666666668,35.0,1.0,all containers
195,1699527494,0.6666666666666666,28835.333333333332,265.66666666666663,0,0.6666666666666666,95.0,1.0,all containers
196,1699527497,0.3333333333333333,28903.666666666668,264.0,0,1.0,97.0,1.0,all containers
197,1699527500,0.3333333333333333,28668.333333333336,294.33333333333337,0,5.333333333333333,97.0,1.0,all containers
198,1699527503,0.0,28931.0,267.0,0,1.0,95.0,1.0,all containers
199,1699527506,0.0,28865.333333333332,254.0,0,1.0,95.0,1.0,all containers
200,1699527509,0.6666666666666666,29024.333333333332,235.0,0,0.6666666666666666,97.0,1.0,all containers
201,1699527512,0.3333333333333333,28853.666666666664,263.3333333333333,0,7.333333333333333,95.0,1.0,all containers
202,1699527515,0.0,28960.666666666668,250.0,0,1.3333333333333333,93.0,1.0,all containers
203,1699527518,0.6666666666666666,28884.0,256.0,0,1.0,93.0,1.0,all containers
204,1699527521,0.0,20738.0,264.33333333333337,0,39.666666666666664,95.0,1.0,all containers
205,1699527524,1.3333333333333333,1450.0,295.0,0,4.333333333333333,3.0,1.0,all containers
206,1699527527,0.0,1414.0,241.66666666666666,0,1.6666666666666667,3.0,1.0,all containers
207,1699527530,0.0,1412.3333333333333,220.66666666666669,0,1.6666666666666667,2.0,1.0,all containers
208,1699527533,0.0,1426.6666666666667,242.0,0,5.666666666666667,1.0,1.0,all containers
209,1699527536,0.0,1326.0,251.66666666666666,0,25.333333333333332,12.0,1.0,all containers
210,1699527539,0.6666666666666666,28756.333333333336,278.3333333333333,0,3.6666666666666665,94.0,1.0,all containers
211,1699527542,0.0,28890.666666666664,268.0,0,5.333333333333333,96.0,1.0,all containers
212,1699527545,0.6666666666666666,28810.333333333332,270.0,0,1.3333333333333333,96.0,1.0,all containers
213,1699527548,0.0,28892.0,284.3333333333333,0,1.0,93.0,1.0,all containers
214,1699527551,0.3333333333333333,28846.0,241.66666666666666,0,1.0,95.0,1.0,all containers
215,1699527554,0.3333333333333333,28765.333333333332,279.0,0,5.333333333333333,96.0,1.0,all containers
216,1699527557,0.0,28808.666666666668,263.6666666666667,0,1.0,93.0,1.0,all containers
217,1699527560,0.3333333333333333,28749.0,257.6666666666667,0,1.0,94.0,1.0,all containers
218,1699527563,0.0,28886.000000000004,262.6666666666667,0,5.666666666666667,94.0,1.0,all containers
219,1699527566,0.6666666666666666,22631.0,269.0,0,31.333333333333332,95.0,1.0,all containers
220,1699527569,1.0,1441.3333333333335,293.66666666666663,0,5.0,0.0,1.0,all containers
221,1699527572,0.3333333333333333,1442.0,257.0,0,2.6666666666666665,4.0,1.0,all containers
222,1699527575,0.0,1437.0,230.66666666666666,0,4.666666666666667,4.0,1.0,all containers
223,1699527578,0.0,1408.3333333333333,231.66666666666669,0,0.0,3.0,1.0,all containers
224,1699527581,0.3333333333333333,1468.3333333333333,293.6666666666667,0,24.666666666666668,3.0,1.0,all containers
225,1699527584,0.0,5225.333333333333,234.66666666666669,0,4.333333333333333,59.0,1.0,all containers
226,1699527587,0.3333333333333333,5212.666666666667,234.66666666666666,0,1.0,58.0,1.0,all containers
227,1699527590,0.3333333333333333,5190.333333333333,210.33333333333334,0,0.6666666666666666,57.0,1.0,all containers
228,1699527593,0.3333333333333333,5226.666666666667,220.0,0,4.666666666666667,63.0,1.0,all containers
229,1699527596,0.6666666666666666,5191.0,198.0,0,0.3333333333333333,60.0,1.0,all containers
230,1699527599,0.0,5290.666666666666,214.0,0,0.0,59.0,1.0,all containers
231,1699527602,0.3333333333333333,5202.0,194.66666666666666,0,1.6666666666666667,59.0,1.0,all containers
232,1699527605,0.0,5237.666666666667,221.0,0,5.0,58.0,1.0,all containers
233,1699527608,0.0,5195.0,216.66666666666666,0,1.0,59.0,1.0,all containers
234,1699527611,0.6666666666666666,4068.0,234.66666666666666,0,6.333333333333334,59.0,1.0,all containers
235,1699527614,1.0,1438.3333333333333,294.66666666666663,0,7.666666666666667,4.0,1.0,all containers
236,1699527617,0.3333333333333333,1437.0,235.33333333333331,0,0.0,2.0,1.0,all containers
237,1699527620,0.3333333333333333,1399.0,236.33333333333331,0,1.0,3.0,1.0,all containers
238,1699527623,0.3333333333333333,1421.3333333333333,236.66666666666669,0,1.6666666666666667,4.0,1.0,all containers
239,1699527626,0.6666666666666666,5690.666666666666,320.0,0,29.0,27.0,1.0,all containers
240,1699527629,0.3333333333333333,9008.333333333334,222.0,0,0.6666666666666666,87.0,1.0,all containers
241,1699527632,0.0,8996.666666666666,233.33333333333334,0,3.0,87.0,1.0,all containers
242,1699527635,0.3333333333333333,9029.666666666668,245.0,0,5.0,92.0,1.0,all containers
243,1699527638,0.3333333333333333,8963.666666666666,230.66666666666666,0,0.3333333333333333,94.0,1.0,all containers
244,1699527641,0.3333333333333333,9004.0,220.33333333333334,0,0.6666666666666666,89.0,1.0,all containers
245,1699527644,0.0,9021.666666666668,224.0,0,5.666666666666667,93.0,1.0,all containers
246,1699527647,0.6666666666666666,8938.0,240.33333333333331,0,0.0,88.0,1.0,all containers
247,1699527650,0.3333333333333333,8958.333333333334,212.0,0,0.0,90.0,1.0,all containers
248,1699527653,0.3333333333333333,9010.333333333334,230.0,0,0.3333333333333333,90.0,1.0,all containers
249,1699527656,1.3333333333333333,1398.3333333333333,258.0,0,9.333333333333334,82.0,1.0,all containers
250,1699527659,0.3333333333333333,1412.3333333333335,263.3333333333333,0,0.3333333333333333,5.0,1.0,all containers
251,1699527662,0.3333333333333333,1378.0,225.0,0,2.0,0.0,1.0,all containers
252,1699527665,0.0,1421.3333333333333,238.66666666666666,0,5.666666666666667,3.0,1.0,all containers
253,1699527668,0.6666666666666666,1455.0,288.6666666666667,0,25.666666666666668,3.0,1.0,all containers
254,1699527671,0.3333333333333333,13220.666666666666,270.6666666666667,0,1.6666666666666667,132.0,1.0,all containers
255,1699527674,0.0,15610.0,219.66666666666669,0,0.6666666666666666,150.0,1.0,all containers
256,1699527677,0.6666666666666666,15748.333333333334,236.0,0,6.333333333333333,150.0,1.0,all containers
257,1699527680,0.0,15620.333333333332,243.0,0,0.3333333333333333,152.0,1.0,all containers
258,1699527683,0.6666666666666666,15625.333333333334,225.33333333333331,0,1.3333333333333333,150.0,1.0,all containers
259,1699527686,0.3333333333333333,15623.333333333332,217.33333333333334,0,5.333333333333333,151.0,1.0,all containers
260,1699527689,0.3333333333333333,15606.666666666666,225.0,0,0.3333333333333333,150.0,1.0,all containers
261,1699527692,0.6666666666666666,15628.666666666666,219.33333333333334,0,1.6666666666666667,154.0,1.0,all containers
262,1699527695,0.0,15642.333333333334,238.33333333333334,0,2.3333333333333335,152.0,1.0,all containers
263,1699527698,0.6666666666666666,15612.333333333334,237.33333333333334,0,4.666666666666667,154.0,1.0,all containers
264,1699527701,1.3333333333333333,1408.6666666666667,276.33333333333337,0,6.666666666666667,13.0,1.0,all containers
265,1699527704,0.0,1435.0,258.3333333333333,0,2.0,7.0,1.0,all containers
266,1699527707,0.6666666666666666,1403.0,245.33333333333331,0,6.0,4.0,1.0,all containers
267,1699527710,0.0,1391.3333333333335,223.0,0,0.6666666666666666,4.0,1.0,all containers
268,1699527713,0.0,1436.3333333333333,302.6666666666667,0,26.0,5.0,1.0,all containers
269,1699527716,0.3333333333333333,23966.333333333332,235.33333333333331,0,5.333333333333333,158.0,1.0,all containers
270,1699527719,0.3333333333333333,24027.333333333332,238.66666666666666,0,1.3333333333333333,162.0,1.0,all containers
271,1699527722,0.6666666666666666,24010.333333333332,227.66666666666666,0,1.0,158.0,1.0,all containers
272,1699527725,0.3333333333333333,24048.333333333332,238.66666666666669,0,1.3333333333333333,162.0,1.0,all containers
273,1699527728,0.3333333333333333,24051.333333333336,223.0,0,5.333333333333333,163.0,1.0,all containers
274,1699527731,0.3333333333333333,24133.333333333336,212.0,0,0.3333333333333333,165.0,1.0,all containers
275,1699527734,0.3333333333333333,24138.666666666668,211.66666666666666,0,1.6666666666666667,164.0,1.0,all containers
276,1699527737,0.6666666666666666,24130.333333333336,219.0,0,4.666666666666667,164.0,1.0,all containers
277,1699527740,0.0,24105.333333333332,228.66666666666669,0,1.0,164.0,1.0,all containers
278,1699527743,0.6666666666666666,22266.333333333332,232.66666666666669,0,27.0,165.0,1.0,all containers
279,1699527746,1.0,1410.0,278.3333333333333,0,4.333333333333333,10.0,1.0,all containers
280,1699527749,0.0,1405.3333333333333,253.33333333333331,0,5.333333333333333,7.0,1.0,all containers
