timestamp,bpf_cpu_time_us,bpf_page_cache_hit,platform_power,node_type
1699526909,3007.6666666666665,5.0,224.0,1
1699526912,2189.6666666666665,42.0,216.0,1
1699526915,1976.6666666666665,4.666666666666667,210.0,1
1699526918,1571.3333333333333,0.0,204.0,1
1699526921,1386.6666666666667,0.0,205.0,1
1699526924,1397.0,7.0,201.0,1
1699526927,1416.0,2.3333333333333335,205.0,1
1699526930,1405.3333333333335,0.0,203.0,1
1699526933,1406.0,0.3333333333333333,203.0,1
1699526936,1400.3333333333333,4.666666666666667,204.0,1
1699526939,1412.6666666666667,0.0,203.0,1
1699526942,1390.3333333333335,2.0,203.0,1
1699526945,1437.3333333333335,7.666666666666667,202.0,1
1699526948,1402.3333333333333,2.6666666666666665,203.0,1
1699526951,1408.0,2.6666666666666665,202.0,1
1699526954,1399.6666666666665,0.3333333333333333,204.0,1
1699526957,2126.0,29.333333333333332,231.0,1
1699526960,2386.3333333333335,0.0,235.0,1
1699526963,2367.333333333333,0.3333333333333333,228.0,1
1699526966,2363.0,4.333333333333333,244.0,1
1699526969,2375.333333333333,1.6666666666666667,235.0,1
1699526972,2401.6666666666665,2.3333333333333335,234.0,1
1699526975,2402.333333333333,5.0,239.0,1
1699526978,2403.0,0.3333333333333333,236.0,1
1699526981,2363.666666666667,0.0,233.0,1
1699526984,2511.666666666667,0.6666666666666666,240.0,1
1699526987,1485.6666666666665,10.333333333333334,221.0,1
1699526990,1411.6666666666667,0.0,205.0,1
1699526993,1411.0,0.3333333333333333,201.0,1
1699526996,1390.0,4.333333333333333,202.0,1
1699526999,1452.6666666666667,23.333333333333332,205.0,1
1699527002,3309.6666666666665,1.0,244.0,1
1699527005,3317.666666666667,0.6666666666666666,244.0,1
1699527008,3321.0,6.0,242.0,1
1699527011,3292.6666666666665,0.3333333333333333,242.0,1
1699527014,3307.0,1.0,246.0,1
1699527017,3367.666666666667,6.333333333333333,243.0,1
1699527020,3300.0,0.3333333333333333,246.0,1
1699527023,3333.333333333333,2.0,244.0,1
1699527026,3305.333333333333,0.3333333333333333,244.0,1
1699527029,3354.3333333333335,5.333333333333333,243.0,1
1699527032,1413.0,7.666666666666667,210.0,1
1699527035,1449.0,0.3333333333333333,203.0,1
1699527038,1423.6666666666667,6.666666666666667,204.0,1
1699527041,1395.6666666666667,0.0,204.0,1
1699527044,1452.6666666666665,27.0,209.0,1
1699527047,5196.666666666667,6.0,224.0,1
1699527050,5161.0,0.3333333333333333,228.0,1
1699527053,5227.333333333333,4.333333333333333,226.0,1
1699527056,5131.0,0.0,236.0,1
1699527059,5161.333333333333,4.333333333333333,228.0,1
1699527062,5155.333333333333,0.3333333333333333,229.0,1
1699527065,5171.666666666666,0.6666666666666666,233.0,1
1699527068,5192.666666666667,5.333333333333333,227.0,1
1699527071,5214.0,2.6666666666666665,232.0,1
1699527074,4570.333333333334,6.333333333333334,229.0,1
1699527077,1618.0,4.333333333333333,201.0,1
1699527080,1394.3333333333333,5.333333333333333,206.0,1
1699527083,1415.6666666666665,1.3333333333333333,204.0,1
1699527086,1392.6666666666665,1.6666666666666667,202.0,1
1699527089,1453.6666666666667,30.333333333333332,219.0,1
1699527092,8958.0,3.6666666666666665,237.0,1
1699527095,8912.0,0.3333333333333333,234.0,1
1699527098,8917.333333333334,5.333333333333333,234.0,1
1699527101,8903.666666666666,1.3333333333333333,237.0,1
1699527104,8929.666666666666,0.3333333333333333,236.0,1
1699527107,8892.666666666666,0.0,237.0,1
1699527110,8927.666666666668,6.333333333333333,234.0,1
1699527113,8901.666666666666,0.3333333333333333,235.0,1
1699527116,8891.333333333332,0.3333333333333333,235.0,1
1699527119,1403.3333333333333,7.0,233.0,1
1699527122,1404.6666666666665,4.0,205.0,1
1699527125,1403.0,1.3333333333333333,205.0,1
1699527128,1398.0,1.0,202.0,1
1699527131,1430.0,18.0,202.0,1
1699527134,12081.0,10.333333333333332,245.0,1
1699527137,15498.666666666666,0.0,252.0,1
1699527140,15473.333333333334,4.666666666666667,250.0,1
1699527143,15495.0,0.3333333333333333,248.0,1
1699527146,15455.666666666668,0.3333333333333333,249.0,1
1699527149,15461.333333333334,0.3333333333333333,249.0,1
1699527152,15477.666666666668,7.666666666666667,247.0,1
1699527155,15501.333333333332,1.6666666666666667,248.0,1
1699527158,15443.666666666666,0.0,249.0,1
1699527161,15491.333333333332,5.0,250.0,1
1699527164,1411.6666666666665,6.333333333333333,223.0,1
1699527167,1392.6666666666667,1.0,201.0,1
1699527170,1397.0,5.666666666666667,204.0,1
1699527173,1412.3333333333335,1.6666666666666667,204.0,1
1699527176,1503.6666666666665,25.0,207.0,1
1699527179,23418.0,1.0,256.0,1
1699527182,23782.333333333332,6.0,260.0,1
1699527185,23832.333333333332,2.0,257.0,1
1699527188,23812.666666666668,0.0,258.0,1
1699527191,23828.333333333332,5.666666666666667,259.0,1
1699527194,23797.0,1.6666666666666667,260.0,1
1699527197,23828.0,1.3333333333333333,258.0,1
1699527200,23802.0,0.0,259.0,1
1699527203,23827.666666666664,5.666666666666667,259.0,1
1699527206,23616.666666666664,10.0,259.0,1
1699527209,1383.3333333333335,5.0,221.0,1
1699527212,1443.0,7.333333333333333,204.0,1
1699527215,1403.0,1.3333333333333333,202.0,1
1699527218,1382.3333333333335,0.6666666666666666,202.0,1
1699527221,1449.0,28.666666666666668,203.0,1
1699527224,26240.0,0.6666666666666666,230.0,1
1699527227,28471.0,0.6666666666666666,244.0,1
1699527230,28578.666666666668,1.0,245.0,1
1699527233,28532.666666666664,5.0,247.0,1
1699527236,28612.333333333336,0.3333333333333333,247.0,1
1699527239,28525.0,1.0,245.0,1
1699527242,28625.666666666668,4.666666666666667,247.0,1
1699527245,28610.0,1.3333333333333333,244.0,1
1699527248,28802.333333333336,0.3333333333333333,245.0,1
1699527251,28509.333333333332,1.0,245.0,1
1699527254,1423.6666666666665,10.0,230.0,1
1699527257,1430.6666666666667,1.0,204.0,1
1699527260,1401.6666666666667,1.0,202.0,1
1699527263,1425.6666666666667,6.0,203.0,1
1699527266,1446.0,25.0,204.0,1
1699527269,24347.666666666668,6.333333333333333,245.0,1
1699527272,28572.333333333336,3.0,250.0,1
1699527275,28484.666666666668,4.666666666666667,246.0,1
1699527278,28627.333333333332,0.3333333333333333,245.0,1
1699527281,28563.0,0.0,247.0,1
1699527284,28644.333333333336,5.0,245.0,1
1699527287,28662.0,0.3333333333333333,246.0,1
1699527290,28626.333333333332,0.3333333333333333,244.0,1
1699527293,28471.666666666668,0.6666666666666666,245.0,1
1699527296,28643.0,4.666666666666667,245.0,1
1699527299,1396.6666666666667,5.333333333333333,205.0,1
1699527302,1420.3333333333333,0.3333333333333333,203.0,1
1699527305,1423.0,4.666666666666667,203.0,1
1699527308,1407.3333333333333,1.0,203.0,1
1699527311,1475.0,24.666666666666668,203.0,1
1699527314,4699.666666666667,1.0,217.0,1
1699527317,5251.666666666667,7.0,240.0,1
1699527320,5200.666666666667,0.3333333333333333,239.0,1
1699527323,5222.333333333333,0.6666666666666666,239.0,1
1699527326,5201.666666666667,4.666666666666667,237.0,1
