timestamp,bpf_block_irq,bpf_net_rx_irq,bpf_net_tx_irq,cache_miss,cpu_cycles,cpu_instructions,package_power,core_power,uncore_power,dram_power,node_type,packge_ratio_package
1699526909,0.3333333333333333,314.0,0,2759748.3333333335,5622049984.0,4122185535.3333335,68.14033333333161,0.0,0.0,48.57999999999932,1,1.0
1699526912,0.0,483.66666666666663,0,8690588.0,4267300133.6666665,2742184637.0,61.9843333333362,0.0,0.0,49.88266666666701,1,1.0
1699526915,0.3333333333333333,456.33333333333337,0,5430284.666666667,3295283333.666667,2824835306.0,55.9636666666629,0.0,0.0,48.64666666666744,1,1.0
1699526918,0.0,294.6666666666667,0,2304233.0,2581464993.0,1421606717.0,52.409000000002074,0.0,0.0,49.04200000000128,1,1.0
1699526921,0.0,223.33333333333334,0,551912.3333333334,2187180689.333333,1548545798.3333335,50.80933333333087,0.0,0.0,48.15466666666422,1,1.0
1699526924,0.0,235.33333333333334,0,1005694.3333333333,2521024698.0,1153852648.3333335,52.08600000000297,0.0,0.0,49.09033333333355,1,1.0
1699526927,1.3333333333333333,287.0,0,1365427.0,2279884358.6666665,984838580.6666666,51.24866666666398,0.0,0.0,48.30966666666791,1,1.0
1699526930,0.3333333333333333,228.0,0,657747.0,1981005335.3333333,1585526577.6666667,51.397000000002066,0.0,0.0,48.90066666666584,1,1.0
1699526933,0.3333333333333333,225.33333333333334,0,774978.3333333334,1940743167.6666665,1104626841.0,50.85566666666759,0.0,0.0,48.45466666666712,1,1.0
1699526936,0.3333333333333333,226.66666666666669,0,840237.3333333333,2408161057.0,1283323360.6666665,51.66199999999904,0.0,0.0,49.1296666666652,1,1.0
1699526939,0.3333333333333333,221.66666666666669,0,811876.0,2237195132.0,909845790.0,50.809333333333285,0.0,0.0,48.39933333333465,1,1.0
1699526942,0.3333333333333333,232.33333333333334,0,850857.3333333333,1775610563.0,1310166791.6666667,51.39933333333465,0.0,0.0,48.899666666664416,1,1.0
1699526945,1.3333333333333333,313.33333333333337,0,1639122.6666666665,2616004135.3333335,1391524433.6666667,52.08266666666653,0.0,0.0,48.64466666666946,1,1.0
1699526948,0.0,247.33333333333334,0,796867.0,1729280971.3333333,1231248587.0,51.4363333333337,0.0,0.0,48.7506666666668,1,1.0
1699526951,0.3333333333333333,231.33333333333331,0,930695.3333333333,2340753910.333333,1205015204.3333335,50.96566666666573,0.0,0.0,48.34166666666715,1,1.0
1699526954,0.3333333333333333,220.33333333333331,0,755847.3333333333,1925985306.3333335,1520946428.6666667,51.64233333333445,0.0,0.0,48.96099999999811,1,1.0
1699526957,0.0,315.66666666666663,0,2913486.6666666665,13826648099.666666,6289279866.0,76.0746666666649,0.0,0.0,49.511000000001026,1,1.0
1699526960,0.3333333333333333,216.33333333333334,0,1083893.3333333335,23112684740.333336,11753437459.333332,80.58166666666754,0.0,0.0,48.45266666666672,1,1.0
1699526963,0.0,224.66666666666666,0,812086.3333333333,21918845202.0,9544007391.666666,81.58899999999994,0.0,0.0,48.58933333333456,1,1.0
1699526966,0.3333333333333333,209.66666666666666,0,950149.6666666667,23777039876.0,9651018401.333334,84.51266666666682,0.0,0.0,49.431999999998276,1,1.0
1699526969,0.3333333333333333,223.66666666666669,0,908497.3333333334,23413849234.0,10921615981.666666,80.28766666666586,0.0,0.0,48.48799999999998,1,1.0
1699526972,0.3333333333333333,218.66666666666666,0,1054628.6666666667,22910638154.666668,9778788066.333334,82.34966666666635,0.0,0.0,48.90399999999985,1,1.0
1699526975,0.3333333333333333,211.66666666666666,0,1181492.3333333333,23215863166.0,8451364218.666666,84.71033333333374,0.0,0.0,48.82500000000194,1,1.0
1699526978,0.3333333333333333,197.33333333333334,0,1000044.6666666666,21631501246.666668,11268472932.333334,81.14499999999923,0.0,0.0,48.833333333330906,1,1.0
1699526981,0.3333333333333333,193.0,0,709293.0,22019411469.666668,9969884115.0,80.37066666666699,0.0,0.0,48.608000000000175,1,1.0
1699526984,0.3333333333333333,189.0,0,1872018.3333333335,22780810890.666668,9167947930.666668,85.21033333333374,0.0,0.0,49.08466666666694,1,1.0
1699526987,1.6666666666666667,278.66666666666663,0,1831701.3333333335,11715875782.0,4626637771.333334,63.41666666666666,0.0,0.0,48.59033333333355,1,1.0
1699526990,0.3333333333333333,247.66666666666666,0,1016432.6666666667,2095661591.3333333,1165369011.6666667,51.40866666666747,0.0,0.0,48.65533333333346,1,1.0
1699526993,0.3333333333333333,219.66666666666669,0,663764.6666666667,2026682192.3333335,1475684378.0,50.96733333333154,0.0,0.0,48.45999999999913,1,1.0
1699526996,0.3333333333333333,231.66666666666669,0,858942.0,2213664864.6666665,1077685743.6666667,51.82100000000355,0.0,0.0,49.141000000000844,1,1.0
1699526999,0.3333333333333333,290.3333333333333,0,2161889.0,2207808430.3333335,1929756946.3333335,53.110333333330345,0.0,0.0,48.51733333333444,1,1.0
1699527002,0.6666666666666666,235.0,0,1188183.3333333333,23865151828.666668,12465384816.333334,88.23066666667,0.0,0.0,48.905999999997825,1,1.0
1699527005,0.0,212.33333333333334,0,946230.6666666667,24925827475.0,11479794838.666668,87.94599999999627,0.0,0.0,48.54466666666849,1,1.0
1699527008,0.3333333333333333,212.33333333333334,0,1011311.6666666666,24945998885.666664,12872695110.0,89.02066666666845,0.0,0.0,49.52166666666502,1,1.0
1699527011,0.3333333333333333,216.0,0,877098.0,24491671310.333336,12778939786.333334,86.38999999999942,0.0,0.0,48.14533333333384,1,1.0
1699527014,0.3333333333333333,194.33333333333334,0,838555.0,24381251558.666668,10915866019.333332,89.82066666666651,0.0,0.0,48.95533333333393,1,1.0
1699527017,0.3333333333333333,232.0,0,1518048.3333333335,25372687854.0,12539014373.666668,89.98866666666679,0.0,0.0,48.74233333333299,1,1.0
1699527020,0.3333333333333333,215.0,0,953987.0,25662837932.333336,13256717915.666666,91.48500000000058,0.0,0.0,48.62433333333562,1,1.0
1699527023,0.0,210.0,0,863789.6666666666,26804827545.666664,10903990021.666668,89.40233333333163,0.0,0.0,48.61433333333116,1,1.0
1699527026,0.0,201.33333333333334,0,812167.0,25556784931.333332,12822289804.333334,90.91300000000047,0.0,0.0,49.36966666666558,1,1.0
1699527029,0.3333333333333333,215.0,0,1184651.3333333333,23951273847.666668,13049044016.666666,87.36366666666679,0.0,0.0,48.186666666668316,1,1.0
1699527032,1.3333333333333333,290.66666666666663,0,1627718.3333333333,3982100253.666667,1972753332.7037036,55.373000000002015,0.0,0.0,49.0723333333323,1,1.0
1699527035,0.3333333333333333,241.66666666666669,0,1055723.3333333333,2103357210.0,1166050207.0,51.24366666666416,0.0,0.0,48.53500000000107,1,1.0
1699527038,0.3333333333333333,242.66666666666666,0,1041717.6666666666,2204622657.666667,1250563401.6666667,52.25000000000242,0.0,0.0,49.16199999999905,1,1.0
1699527041,0.3333333333333333,212.66666666666666,0,661493.3333333333,1695156792.6666667,1249697071.0,50.80933333333087,0.0,0.0,48.182333333335315,1,1.0
1699527044,0.3333333333333333,299.3333333333333,0,2362433.0,4365124602.666667,2434468596.3333335,60.95233333333212,0.0,0.0,49.715666666665726,1,1.0
1699527047,0.3333333333333333,238.33333333333334,0,1357976.3333333335,25276037480.333336,11767636031.666668,73.6810000000017,0.0,0.0,48.39800000000105,1,1.0
1699527050,0.6666666666666666,219.33333333333334,0,922506.0,24245680890.666668,13206620427.333332,73.36833333333198,0.0,0.0,48.804999999997875,1,1.0
1699527053,0.0,213.66666666666669,0,971182.3333333333,23017171874.666668,11934110289.666666,73.34466666666655,0.0,0.0,48.49066666666718,1,1.0
1699527056,0.3333333333333333,219.66666666666666,0,751548.3333333334,23979898312.666668,11634414515.0,77.40466666666907,0.0,0.0,49.09499999999875,1,1.0
1699527059,0.3333333333333333,228.33333333333331,0,1108203.3333333333,23549036941.0,13717060431.0,74.2619999999976,0.0,0.0,48.78100000000268,1,1.0
1699527062,0.3333333333333333,234.66666666666669,0,972781.3333333333,22678151053.0,11163087748.333332,76.4223333333357,0.0,0.0,48.74966666666538,1,1.0
1699527065,0.6666666666666666,227.33333333333331,0,875603.3333333334,24372382089.666668,12197133702.666668,78.65233333333163,0.0,0.0,48.54166666666666,1,1.0
1699527068,0.3333333333333333,227.66666666666669,0,1186229.0,24298620610.666668,13172017149.0,74.51633333333302,0.0,0.0,49.30966666666791,1,1.0
1699527071,0.3333333333333333,229.66666666666666,0,922658.6666666667,25268648895.333336,11697200195.333332,73.8156666666667,0.0,0.0,48.125,1,1.0
1699527074,0.3333333333333333,230.33333333333334,0,1113995.3333333333,21618042490.666668,9649958535.0,68.71366666666775,0.0,0.0,48.6200000000002,1,1.0
1699527077,1.3333333333333333,298.0,0,3205492.333333333,2074514758.6666667,1932319042.0,51.94200000000031,0.0,0.0,48.570333333331895,1,1.0
1699527080,0.0,241.0,0,1225975.3333333335,2289474764.0,1122053759.6666667,52.29366666666465,0.0,0.0,48.78066666666564,1,1.0
1699527083,0.3333333333333333,239.33333333333334,0,852729.6666666667,1780524342.6666665,996432991.6666666,51.095000000001164,0.0,0.0,48.25766666666701,1,1.0
1699527086,0.3333333333333333,216.33333333333331,0,760246.3333333333,2239435097.6666665,1554557450.0,51.50100000000142,0.0,0.0,48.92633333333409,1,1.0
1699527089,0.3333333333333333,318.6666666666667,0,2652979.333333333,9884836639.333334,4797892929.666667,69.76233333333464,0.0,0.0,49.20633333333293,1,1.0
1699527092,0.3333333333333333,240.33333333333334,0,1606075.3333333335,27150301041.0,17640149693.666664,80.24533333333238,0.0,0.0,48.64633333333526,1,1.0
1699527095,0.0,220.66666666666666,0,1336909.3333333335,27709128934.0,15364778083.0,79.34800000000057,0.0,0.0,48.52666666666482,1,1.0
1699527098,0.6666666666666666,229.0,0,1461855.3333333335,28268581507.0,17612538805.0,80.73766666666536,0.0,0.0,48.997666666664976,1,1.0
1699527101,0.0,198.66666666666666,0,1224070.3333333335,27036944521.0,17016196125.666668,79.97599999999754,0.0,0.0,48.45699999999973,1,1.0
1699527104,0.3333333333333333,218.0,0,1257862.0,28221263050.0,14982969085.333332,81.05633333333633,0.0,0.0,48.95566666666855,1,1.0
1699527107,0.0,197.66666666666669,0,1219962.6666666667,27458378191.333332,18603445007.666668,82.34399999999732,0.0,0.0,48.71833333333537,1,1.0
1699527110,0.3333333333333333,233.66666666666666,0,1519755.6666666667,26678141642.333336,16455638283.0,81.5453333333353,0.0,0.0,49.246666666663565,1,1.0
1699527113,0.6666666666666666,209.33333333333334,0,1320586.6666666665,27705873684.666668,15719952298.0,79.02433333333222,0.0,0.0,48.13033333333442,1,1.0
1699527116,0.0,205.66666666666666,0,1054207.3333333335,26977352665.0,17740088602.666664,80.51633333333545,0.0,0.0,48.96666666666715,1,1.0
1699527119,0.0,234.33333333333331,0,1227945.6666666665,13088570650.666666,4880928806.666666,65.37633333333117,0.0,0.0,48.28433333333183,1,1.0
1699527122,1.0,282.66666666666663,0,1368192.3333333335,2044311174.3333333,1055452827.0,51.71866666666756,0.0,0.0,48.68299999999968,1,1.0
1699527125,0.6666666666666666,229.33333333333331,0,833584.6666666666,2104023050.3333333,1326053075.6666665,50.87133333333381,0.0,0.0,48.532666666666046,1,1.0
1699527128,0.3333333333333333,224.66666666666666,0,782171.0,1641594568.3333333,1435284023.3333335,51.15600000000026,0.0,0.0,48.73733333333561,1,1.0
1699527131,0.0,269.3333333333333,0,1753237.6666666667,2432909296.0,1294021880.3333335,55.41733333333347,0.0,0.0,51.20133333333312,1,1.0
