timestamp,bpf_cpu_time_us,bpf_page_cache_hit,package_power,core_power,uncore_power,dram_power,node_type,packge_ratio_package
1699526909,3007.6666666666665,5.0,68.14033333333161,0.0,0.0,48.57999999999932,1,1.0
1699526912,2189.6666666666665,42.0,61.9843333333362,0.0,0.0,49.88266666666701,1,1.0
1699526915,1976.6666666666665,4.666666666666667,55.9636666666629,0.0,0.0,48.64666666666744,1,1.0
1699526918,1571.3333333333333,0.0,52.409000000002074,0.0,0.0,49.04200000000128,1,1.0
1699526921,1386.6666666666667,0.0,50.80933333333087,0.0,0.0,48.15466666666422,1,1.0
1699526924,1397.0,7.0,52.08600000000297,0.0,0.0,49.09033333333355,1,1.0
1699526927,1416.0,2.3333333333333335,51.24866666666398,0.0,0.0,48.30966666666791,1,1.0
1699526930,1405.3333333333335,0.0,51.397000000002066,0.0,0.0,48.90066666666584,1,1.0
1699526933,1406.0,0.3333333333333333,50.85566666666759,0.0,0.0,48.45466666666712,1,1.0
1699526936,1400.3333333333333,4.666666666666667,51.66199999999904,0.0,0.0,49.1296666666652,1,1.0
1699526939,1412.6666666666667,0.0,50.809333333333285,0.0,0.0,48.39933333333465,1,1.0
1699526942,1390.3333333333335,2.0,51.39933333333465,0.0,0.0,48.899666666664416,1,1.0
1699526945,1437.3333333333335,7.666666666666667,52.08266666666653,0.0,0.0,48.64466666666946,1,1.0
1699526948,1402.3333333333333,2.6666666666666665,51.4363333333337,0.0,0.0,48.7506666666668,1,1.0
1699526951,1408.0,2.6666666666666665,50.96566666666573,0.0,0.0,48.34166666666715,1,1.0
1699526954,1399.6666666666665,0.3333333333333333,51.64233333333445,0.0,0.0,48.96099999999811,1,1.0
1699526957,2126.0,29.333333333333332,76.0746666666649,0.0,0.0,49.511000000001026,1,1.0
1699526960,2386.3333333333335,0.0,80.58166666666754,0.0,0.0,48.45266666666672,1,1.0
1699526963,2367.333333333333,0.3333333333333333,81.58899999999994,0.0,0.0,48.58933333333456,1,1.0
1699526966,2363.0,4.333333333333333,84.51266666666682,0.0,0.0,49.431999999998276,1,1.0
1699526969,2375.333333333333,1.6666666666666667,80.28766666666586,0.0,0.0,48.48799999999998,1,1.0
1699526972,2401.6666666666665,2.3333333333333335,82.34966666666635,0.0,0.0,48.90399999999985,1,1.0
1699526975,2402.333333333333,5.0,84.71033333333374,0.0,0.0,48.82500000000194,1,1.0
1699526978,2403.0,0.3333333333333333,81.14499999999923,0.0,0.0,48.833333333330906,1,1.0
1699526981,2363.666666666667,0.0,80.37066666666699,0.0,0.0,48.608000000000175,1,1.0
1699526984,2511.666666666667,0.6666666666666666,85.21033333333374,0.0,0.0,49.08466666666694,1,1.0
1699526987,1485.6666666666665,10.333333333333334,63.41666666666666,0.0,0.0,48.59033333333355,1,1.0
1699526990,1411.6666666666667,0.0,51.40866666666747,0.0,0.0,48.65533333333346,1,1.0
1699526993,1411.0,0.3333333333333333,50.96733333333154,0.0,0.0,48.45999999999913,1,1.0
1699526996,1390.0,4.333333333333333,51.82100000000355,0.0,0.0,49.141000000000844,1,1.0
1699526999,1452.6666666666667,23.333333333333332,53.110333333330345,0.0,0.0,48.51733333333444,1,1.0
1699527002,3309.6666666666665,1.0,88.23066666667,0.0,0.0,48.905999999997825,1,1.0
1699527005,3317.666666666667,0.6666666666666666,87.94599999999627,0.0,0.0,48.54466666666849,1,1.0
1699527008,3321.0,6.0,89.02066666666845,0.0,0.0,49.52166666666502,1,1.0
1699527011,3292.6666666666665,0.3333333333333333,86.38999999999942,0.0,0.0,48.14533333333384,1,1.0
1699527014,3307.0,1.0,89.82066666666651,0.0,0.0,48.95533333333393,1,1.0
1699527017,3367.666666666667,6.333333333333333,89.98866666666679,0.0,0.0,48.74233333333299,1,1.0
1699527020,3300.0,0.3333333333333333,91.48500000000058,0.0,0.0,48.62433333333562,1,1.0
1699527023,3333.333333333333,2.0,89.40233333333163,0.0,0.0,48.61433333333116,1,1.0
1699527026,3305.333333333333,0.3333333333333333,90.91300000000047,0.0,0.0,49.36966666666558,1,1.0
1699527029,3354.3333333333335,5.333333333333333,87.36366666666679,0.0,0.0,48.186666666668316,1,1.0
1699527032,1413.0,7.666666666666667,55.373000000002015,0.0,0.0,49.0723333333323,1,1.0
1699527035,1449.0,0.3333333333333333,51.24366666666416,0.0,0.0,48.53500000000107,1,1.0
1699527038,1423.6666666666667,6.666666666666667,52.25000000000242,0.0,0.0,49.16199999999905,1,1.0
1699527041,1395.6666666666667,0.0,50.80933333333087,0.0,0.0,48.182333333335315,1,1.0
1699527044,1452.6666666666665,27.0,60.95233333333212,0.0,0.0,49.715666666665726,1,1.0
1699527047,5196.666666666667,6.0,73.6810000000017,0.0,0.0,48.39800000000105,1,1.0
1699527050,5161.0,0.3333333333333333,73.36833333333198,0.0,0.0,48.804999999997875,1,1.0
1699527053,5227.333333333333,4.333333333333333,73.34466666666655,0.0,0.0,48.49066666666718,1,1.0
1699527056,5131.0,0.0,77.40466666666907,0.0,0.0,49.09499999999875,1,1.0
1699527059,5161.333333333333,4.333333333333333,74.2619999999976,0.0,0.0,48.78100000000268,1,1.0
1699527062,5155.333333333333,0.3333333333333333,76.4223333333357,0.0,0.0,48.74966666666538,1,1.0
1699527065,5171.666666666666,0.6666666666666666,78.65233333333163,0.0,0.0,48.54166666666666,1,1.0
1699527068,5192.666666666667,5.333333333333333,74.51633333333302,0.0,0.0,49.30966666666791,1,1.0
1699527071,5214.0,2.6666666666666665,73.8156666666667,0.0,0.0,48.125,1,1.0
1699527074,4570.333333333334,6.333333333333334,68.71366666666775,0.0,0.0,48.6200000000002,1,1.0
1699527077,1618.0,4.333333333333333,51.94200000000031,0.0,0.0,48.570333333331895,1,1.0
1699527080,1394.3333333333333,5.333333333333333,52.29366666666465,0.0,0.0,48.78066666666564,1,1.0
1699527083,1415.6666666666665,1.3333333333333333,51.095000000001164,0.0,0.0,48.25766666666701,1,1.0
1699527086,1392.6666666666665,1.6666666666666667,51.50100000000142,0.0,0.0,48.92633333333409,1,1.0
1699527089,1453.6666666666667,30.333333333333332,69.76233333333464,0.0,0.0,49.20633333333293,1,1.0
1699527092,8958.0,3.6666666666666665,80.24533333333238,0.0,0.0,48.64633333333526,1,1.0
1699527095,8912.0,0.3333333333333333,79.34800000000057,0.0,0.0,48.52666666666482,1,1.0
1699527098,8917.333333333334,5.333333333333333,80.73766666666536,0.0,0.0,48.997666666664976,1,1.0
1699527101,8903.666666666666,1.3333333333333333,79.97599999999754,0.0,0.0,48.45699999999973,1,1.0
1699527104,8929.666666666666,0.3333333333333333,81.05633333333633,0.0,0.0,48.95566666666855,1,1.0
1699527107,8892.666666666666,0.0,82.34399999999732,0.0,0.0,48.71833333333537,1,1.0
1699527110,8927.666666666668,6.333333333333333,81.5453333333353,0.0,0.0,49.246666666663565,1,1.0
1699527113,8901.666666666666,0.3333333333333333,79.02433333333222,0.0,0.0,48.13033333333442,1,1.0
