timestamp,kubelet_cpu_usage,kubelet_memory_bytes,platform_power,node_type
1699527071,0.3333333333333333,294912.0,232.0,1
1699527074,0.0,572074.6666666666,229.0,1
1699527077,0.0,10922.666666666666,201.0,1
1699527080,0.0,50517.333333333336,206.0,1
1699527083,0.0,199338.66666666666,204.0,1
1699527086,0.6666666666666666,4096.0,202.0,1
1699527089,0.6666666666666666,2730.6666666666665,219.0,1
1699527092,8.0,202069.33333333334,237.0,1
1699527095,8.333333333333334,114688.0,234.0,1
1699527098,8.333333333333334,2730.6666666666665,234.0,1
1699527101,6.333333333333333,72362.66666666666,237.0,1
1699527104,0.0,2730.6666666666665,236.0,1
1699527107,0.6666666666666666,356352.0,237.0,1
1699527110,0.0,5461.333333333333,234.0,1
1699527113,28.333333333333332,35498.66666666667,235.0,1
1699527116,0.0,122880.0,235.0,1
1699527119,0.3333333333333333,103765.33333333333,233.0,1
1699527122,0.0,53248.0,205.0,1
1699527125,0.3333333333333333,86016.0,205.0,1
1699527128,0.0,4096.0,202.0,1
1699527131,0.0,65536.0,202.0,1
1699527134,12.0,20396714.666666668,245.0,1
1699527137,15.333333333333332,20433578.666666668,252.0,1
1699527140,15.333333333333334,20328448.000000004,250.0,1
1699527143,15.0,20283392.0,248.0,1
1699527146,14.666666666666666,27306.666666666668,249.0,1
1699527149,15.666666666666668,4096.0,249.0,1
1699527152,3.0,1365.3333333333333,247.0,1
1699527155,0.3333333333333333,15018.666666666666,248.0,1
1699527158,0.0,17749.333333333332,249.0,1
1699527161,0.0,344064.0,250.0,1
1699527164,0.3333333333333333,39594.666666666664,223.0,1
1699527167,0.0,277162.6666666667,201.0,1
1699527170,0.0,0.0,204.0,1
1699527173,0.0,54613.333333333336,204.0,1
1699527176,0.3333333333333333,32767.999999999996,207.0,1
1699527179,25.333333333333336,31840938.666666668,256.0,1
1699527182,24.333333333333336,31869610.666666668,260.0,1
1699527185,24.0,32090794.666666668,257.0,1
1699527188,3.0,34133.33333333333,258.0,1
1699527191,0.0,23210.666666666668,259.0,1
1699527194,0.3333333333333333,9557.333333333332,260.0,1
1699527197,0.3333333333333333,55978.66666666667,258.0,1
1699527200,110.66666666666667,1365.3333333333333,259.0,1
1699527203,0.0,2730.6666666666665,259.0,1
1699527206,0.0,117418.66666666667,259.0,1
1699527209,0.3333333333333333,76458.66666666667,221.0,1
1699527212,0.3333333333333333,285354.6666666666,204.0,1
1699527215,0.0,0.0,202.0,1
1699527218,0.0,2730.6666666666665,202.0,1
1699527221,0.3333333333333333,274432.0,203.0,1
1699527224,29.333333333333332,41842005.333333336,230.0,1
1699527227,30.333333333333332,41862485.333333336,244.0,1
1699527230,30.666666666666668,5461.333333333333,245.0,1
1699527233,31.333333333333332,94208.0,247.0,1
1699527236,30.0,57344.0,247.0,1
1699527239,10.666666666666668,120149.33333333333,245.0,1
1699527242,0.6666666666666666,101034.66666666667,247.0,1
1699527245,0.3333333333333333,0.0,244.0,1
1699527248,0.3333333333333333,103765.33333333333,245.0,1
1699527251,0.0,0.0,245.0,1
1699527254,0.0,46421.33333333333,230.0,1
1699527257,0.6666666666666666,141994.66666666666,204.0,1
1699527260,0.0,15018.666666666666,202.0,1
1699527263,0.0,2730.6666666666665,203.0,1
1699527266,0.0,318122.6666666667,204.0,1
1699527269,27.0,41921194.666666664,245.0,1
1699527272,30.666666666666668,41910272.0,250.0,1
1699527275,31.333333333333332,41908906.666666664,246.0,1
1699527278,30.333333333333332,126976.00000000001,245.0,1
1699527281,15.333333333333334,46421.333333333336,247.0,1
1699527284,0.9999999999999999,795989.3333333334,245.0,1
1699527287,0.0,0.0,246.0,1
1699527290,0.0,60074.666666666664,244.0,1
1699527293,0.3333333333333333,51882.66666666667,245.0,1
1699527296,151.0,46421.333333333336,245.0,1
1699527299,0.0,0.0,205.0,1
1699527302,0.0,21845.333333333332,203.0,1
1699527305,0.0,99669.33333333334,203.0,1
1699527308,0.6666666666666666,4096.0,203.0,1
1699527311,0.3333333333333333,131072.0,203.0,1
1699527314,3.3333333333333335,6262784.0,217.0,1
1699527317,4.666666666666666,401408.0,240.0,1
1699527320,4.0,106496.0,239.0,1
1699527323,3.6666666666666665,0.0,239.0,1
1699527326,0.3333333333333333,2730.6666666666665,237.0,1
1699527329,0.0,15018.666666666666,238.0,1
1699527332,0.0,101034.66666666666,238.0,1
1699527335,0.3333333333333333,693589.3333333334,239.0,1
1699527338,0.3333333333333333,9557.333333333334,242.0,1
1699527341,22.333333333333332,58709.33333333333,240.0,1
1699527344,0.0,0.0,201.0,1
1699527347,0.0,0.0,203.0,1
1699527350,0.3333333333333333,141994.66666666666,201.0,1
1699527353,0.3333333333333333,140629.33333333334,202.0,1
1699527356,0.0,299008.0,208.0,1
1699527359,8.0,69632.0,256.0,1
1699527362,8.333333333333334,402773.3333333333,255.0,1
1699527365,8.0,8192.0,255.0,1
1699527368,8.0,118784.0,255.0,1
1699527371,8.333333333333334,86016.0,254.0,1
1699527374,0.0,131072.0,257.0,1
1699527377,0.0,6826.666666666667,259.0,1
1699527380,0.3333333333333333,0.0,257.0,1
1699527383,27.333333333333336,87381.33333333333,257.0,1
1699527386,0.0,12288.0,255.0,1
1699527389,0.0,6826.666666666667,204.0,1
1699527392,0.0,0.0,203.0,1
1699527395,0.0,385024.0,203.0,1
1699527398,0.3333333333333333,976213.3333333334,202.0,1
1699527401,0.0,68266.66666666667,219.0,1
1699527404,15.333333333333334,4096.0,286.0,1
1699527407,15.666666666666666,15018.666666666666,287.0,1
1699527410,14.666666666666666,10922.666666666666,288.0,1
1699527413,15.666666666666668,13653.333333333334,289.0,1
1699527416,15.0,16384.0,282.0,1
1699527419,2.666666666666667,106496.0,288.0,1
1699527422,0.3333333333333333,215722.6666666667,288.0,1
1699527425,0.3333333333333333,263509.3333333333,290.0,1
1699527428,0.3333333333333333,4096.0,289.0,1
1699527431,0.3333333333333333,279893.3333333333,266.0,1
1699527434,0.3333333333333333,47786.666666666664,205.0,1
1699527437,0.0,0.0,206.0,1
1699527440,0.0,42325.333333333336,203.0,1
1699527443,0.0,2730.6666666666665,204.0,1
1699527446,0.6666666666666666,591189.3333333334,208.0,1
1699527449,24.0,24576.0,302.0,1
1699527452,24.0,103765.33333333333,301.0,1
1699527455,23.666666666666668,2730.6666666666665,302.0,1
1699527458,22.666666666666668,301738.6666666667,303.0,1
1699527461,0.0,12288.0,302.0,1
1699527464,0.0,4096.0,303.0,1
1699527467,0.0,28672.0,299.0,1
1699527470,84.33333333333333,8192.0,303.0,1
1699527473,0.0,8192.0,295.0,1
1699527476,0.0,6826.666666666667,296.0,1
1699527479,1.0,289450.6666666666,202.0,1
1699527482,0.0,39594.66666666667,203.0,1
1699527485,0.0,532480.0,205.0,1
1699527488,0.0,10922.666666666666,202.0,1
1699527491,0.0,17749.333333333336,236.0,1
1699527494,31.666666666666668,281258.6666666667,296.0,1
1699527497,30.666666666666668,8192.0,298.0,1
1699527500,30.666666666666668,139264.0,298.0,1
1699527503,30.666666666666668,86016.0,296.0,1
1699527506,31.0,240298.66666666666,296.0,1
1699527509,31.0,0.0,298.0,1
1699527512,0.0,1037653.3333333334,296.0,1
1699527515,0.6666666666666666,50517.333333333336,294.0,1
1699527518,0.0,0.0,294.0,1
1699527521,0.0,8192.0,296.0,1
1699527524,0.3333333333333333,0.0,204.0,1
1699527527,0.0,0.0,204.0,1
1699527530,0.3333333333333333,0.0,203.0,1
1699527533,0.0,102400.0,202.0,1
1699527536,0.0,16384.0,213.0,1
1699527539,30.666666666666668,614400.0,295.0,1
1699527542,31.0,483328.0,297.0,1
1699527545,31.666666666666668,152917.3333333333,297.0,1
1699527548,27.666666666666668,90112.0,294.0,1
1699527551,0.0,234837.33333333334,296.0,1
1699527554,0.3333333333333333,9557.333333333334,297.0,1
1699527557,0.0,1365.3333333333333,294.0,1
1699527560,0.3333333333333333,0.0,295.0,1
1699527563,0.0,54613.33333333333,295.0,1
1699527566,0.0,4096.0,296.0,1
1699527569,0.0,69632.0,201.0,1
1699527572,0.0,6826.666666666667,205.0,1
1699527575,0.0,83285.33333333333,205.0,1
1699527578,0.6666666666666666,522922.6666666666,204.0,1
1699527581,0.0,907946.6666666666,204.0,1
1699527584,4.0,94208.0,260.0,1
1699527587,4.666666666666667,49152.0,259.0,1
1699527590,4.0,206165.33333333334,258.0,1
1699527593,1.0,405504.0,264.0,1
1699527596,0.3333333333333333,0.0,261.0,1
1699527599,0.0,4096.0,260.0,1
1699527602,13.333333333333334,176128.0,260.0,1
1699527605,0.6666666666666666,129706.66666666666,259.0,1
1699527608,0.0,0.0,260.0,1
1699527611,0.0,0.0,260.0,1
1699527614,0.3333333333333333,8192.0,205.0,1
1699527617,0.0,1365.3333333333333,203.0,1
1699527620,0.0,424618.6666666667,204.0,1
1699527623,0.3333333333333333,42325.333333333336,205.0,1
1699527626,4.666666666666667,11122005.333333334,228.0,1
1699527629,8.0,11120640.0,288.0,1
1699527632,8.0,11116544.0,288.0,1
1699527635,8.333333333333334,11175253.333333334,293.0,1
1699527638,2.3333333333333335,34133.33333333333,295.0,1
1699527641,0.3333333333333333,141994.66666666666,290.0,1
1699527644,0.0,1134592.0,294.0,1
1699527647,0.3333333333333333,0.0,289.0,1
1699527650,0.3333333333333333,43690.666666666664,291.0,1
1699527653,41.0,43690.66666666667,291.0,1
1699527656,0.0,0.0,283.0,1
1699527659,0.3333333333333333,215722.66666666666,206.0,1
1699527662,0.3333333333333333,192512.0,201.0,1
1699527665,0.3333333333333333,0.0,204.0,1
1699527668,0.3333333333333333,219818.66666666666,204.0,1
1699527671,12.666666666666666,20202837.333333332,333.0,1
1699527674,15.0,20205568.0,351.0,1
1699527677,15.666666666666668,20383061.333333332,351.0,1
1699527680,7.333333333333333,20202837.333333332,353.0,1
1699527683,0.0,5461.333333333333,351.0,1
1699527686,0.0,0.0,352.0,1
1699527689,0.3333333333333333,157013.3333333333,351.0,1
1699527692,0.0,727722.6666666667,355.0,1
1699527695,0.0,15018.666666666668,353.0,1
1699527698,95.0,215722.66666666666,355.0,1
1699527701,0.0,1365.3333333333333,214.0,1
1699527704,0.0,88746.66666666666,208.0,1
1699527707,0.0,76458.66666666667,205.0,1
1699527710,0.6666666666666666,128341.33333333334,205.0,1
1699527713,0.3333333333333333,0.0,206.0,1
1699527716,24.0,47786.666666666664,359.0,1
1699527719,23.666666666666668,39594.666666666664,363.0,1
1699527722,24.0,0.0,359.0,1
1699527725,24.0,83285.33333333334,363.0,1
1699527728,24.333333333333332,559786.6666666667,364.0,1
1699527731,1.0,1365.3333333333333,366.0,1
1699527734,0.3333333333333333,0.0,365.0,1
1699527737,0.0,20480.0,365.0,1
1699527740,0.3333333333333333,45056.0,365.0,1
1699527743,0.0,1365.3333333333333,366.0,1
1699527746,0.0,1365.3333333333333,211.0,1
1699527749,0.0,0.0,208.0,1
1699527752,0.0,34133.333333333336,206.0,1
1699527755,0.0,132437.33333333334,204.0,1
1699527758,0.0,4096.0,206.0,1
1699527761,30.666666666666664,6453930.666666667,313.0,1
1699527764,30.666666666666668,7109290.666666667,369.0,1
1699527767,31.333333333333332,6810282.666666667,367.0,1
1699527770,31.0,2730.6666666666665,370.0,1
1699527773,31.0,8191.999999999999,373.0,1
1699527776,17.333333333333332,0.0,370.0,1
1699527779,0.0,106496.0,370.0,1
1699527782,0.0,0.0,371.0,1
1699527785,0.0,45056.0,370.0,1
1699527788,109.66666666666667,348160.0,372.0,1
1699527791,0.0,46421.333333333336,207.0,1
1699527794,0.0,1365.3333333333333,212.0,1
1699527797,0.3333333333333333,39594.666666666664,207.0,1
1699527800,0.3333333333333333,704512.0,203.0,1
1699527803,0.3333333333333333,137898.6666666667,201.0,1
1699527806,31.666666666666668,42965674.66666667,369.0,1
1699527809,31.0,42054997.333333336,371.0,1
1699527812,30.666666666666668,42153301.333333336,372.0,1
1699527815,30.666666666666668,42276181.333333336,371.0,1
1699527818,4.0,51882.666666666664,371.0,1
1699527821,0.6666666666666666,223914.66666666666,375.0,1
1699527824,0.0,0.0,373.0,1
1699527827,0.0,137898.6666666667,373.0,1
1699527830,0.0,0.0,374.0,1
1699527833,0.0,6826.666666666666,374.0,1
1699527836,0.6666666666666666,47786.666666666664,212.0,1
1699527839,0.0,0.0,209.0,1
1699527842,0.0,247125.3333333333,209.0,1
1699527845,0.0,249856.0,205.0,1
1699527848,1.0,203434.66666666666,205.0,1
1699527851,4.333333333333333,3765589.333333333,224.0,1
1699527854,4.0,2730.6666666666665,229.0,1
1699527857,4.0,0.0,228.0,1
1699527860,4.0,12288.0,228.0,1
1699527863,4.333333333333333,804181.3333333334,229.0,1
1699527866,4.0,178858.66666666666,232.0,1
1699527869,0.3333333333333333,0.0,232.0,1
1699527872,0.0,0.0,233.0,1
1699527875,0.6666666666666666,42325.333333333336,233.0,1
1699527878,0.3333333333333333,148821.3333333333,231.0,1
1699527881,0.3333333333333333,139264.0,201.0,1
1699527884,0.0,0.0,207.0,1
1699527887,0.0,17749.333333333336,203.0,1
1699527890,0.3333333333333333,352256.0,203.0,1
1699527893,0.0,412330.6666666667,214.0,1
1699527896,8.0,0.0,236.0,1
1699527899,8.333333333333334,45056.0,235.0,1
1699527902,8.0,0.0,235.0,1
1699527905,6.0,243029.3333333333,235.0,1
1699527908,0.6666666666666666,540672.0,240.0,1
1699527911,0.0,0.0,234.0,1
1699527914,0.0,86016.0,236.0,1
1699527917,0.0,6826.666666666667,238.0,1
1699527920,0.0,223914.66666666666,234.0,1
1699527923,0.0,0.0,235.0,1
1699527926,1.0,40960.0,204.0,1
1699527929,0.0,43690.666666666664,201.0,1
1699527932,0.0,60074.666666666664,203.0,1
1699527935,0.3333333333333333,154282.66666666666,203.0,1
1699527938,9.0,11276288.0,225.0,1
1699527941,14.666666666666666,11145216.0,249.0,1
1699527944,15.333333333333334,11147946.666666666,248.0,1
1699527947,15.0,11407360.0,247.0,1
1699527950,15.0,11347285.333333334,248.0,1
1699527953,13.333333333333334,94208.0,247.0,1
1699527956,0.3333333333333333,0.0,247.0,1
1699527959,0.3333333333333333,6826.666666666666,248.0,1
1699527962,0.0,0.0,247.0,1
1699527965,0.3333333333333333,57344.0,248.0,1
1699527968,0.6666666666666666,91477.33333333334,242.0,1
1699527971,0.0,0.0,204.0,1
1699527974,0.0,2730.6666666666665,204.0,1
1699527977,0.0,742741.3333333334,205.0,1
1699527980,0.0,4096.0,203.0,1
1699527983,13.666666666666666,17472170.666666664,228.0,1
1699527986,23.666666666666668,17174528.0,253.0,1
1699527989,24.0,0.0,253.0,1
1699527992,24.333333333333332,24576.0,254.0,1
1699527995,24.0,24576.0,258.0,1
1699527998,23.666666666666668,1365.3333333333333,256.0,1
1699528001,7.999999999999999,88746.66666666666,255.0,1
1699528004,0.0,1365.3333333333333,251.0,1
1699528007,0.0,5461.333333333333,250.0,1
1699528010,0.3333333333333333,703146.6666666667,253.0,1
1699528013,0.0,442368.0,251.0,1
1699528016,0.3333333333333333,1365.3333333333333,205.0,1
1699528019,0.0,19114.666666666664,204.0,1
1699528022,0.0,0.0,203.0,1
1699528025,0.0,114688.0,208.0,1
1699528028,0.6666666666666666,40960.0,211.0,1
1699528031,30.0,57344.00000000001,244.0,1
1699528034,31.0,285354.6666666667,239.0,1
1699528037,30.666666666666668,0.0,239.0,1
1699528040,13.0,243029.33333333334,240.0,1
1699528043,0.0,0.0,239.0,1
1699528046,0.0,587093.3333333334,238.0,1
1699528049,0.0,5461.333333333333,237.0,1
1699528052,127.66666666666667,2730.6666666666665,239.0,1
1699528055,0.0,0.0,238.0,1
1699528058,0.9999999999999999,200704.0,239.0,1
1699528061,0.3333333333333333,60074.666666666664,205.0,1
1699528064,0.0,0.0,201.0,1
1699528067,0.0,50517.333333333336,204.0,1
1699528070,0.0,204800.0,203.0,1
1699528073,0.3333333333333333,62805.333333333336,205.0,1
1699528076,30.333333333333332,0.0,238.0,1
1699528079,30.666666666666668,226645.3333333333,238.0,1
1699528082,30.333333333333332,1365.3333333333333,240.0,1
1699528085,31.0,232106.66666666666,241.0,1
1699528088,18.333333333333332,0.0,236.0,1
1699528091,0.3333333333333333,50517.333333333336,238.0,1
1699528094,0.3333333333333333,326314.6666666667,240.0,1
1699528097,0.0,1365.3333333333333,240.0,1
1699528100,0.0,0.0,240.0,1
1699528103,0.0,1365.3333333333333,244.0,1
1699528106,0.0,461482.6666666667,204.0,1
1699528109,0.6666666666666666,154282.6666666667,202.0,1
1699528112,0.3333333333333333,195242.66666666666,203.0,1
1699528115,0.0,417792.0,205.0,1
1699528118,0.0,66901.33333333333,220.0,1
1699528121,4.0,0.0,237.0,1
1699528124,4.333333333333333,159744.0,239.0,1
1699528127,4.0,0.0,238.0,1
1699528130,4.666666666666667,40960.0,245.0,1
1699528133,4.333333333333333,43690.666666666664,240.0,1
1699528136,0.6666666666666666,19114.666666666668,239.0,1
1699528139,0.0,0.0,238.0,1
1699528142,0.6666666666666666,21845.333333333332,238.0,1
1699528145,0.0,86016.0,237.0,1
1699528148,0.0,5461.333333333333,234.0,1
1699528151,0.3333333333333333,562517.3333333334,204.0,1
1699528154,0.3333333333333333,0.0,202.0,1
1699528157,0.3333333333333333,81920.0,203.0,1
1699528160,0.3333333333333333,13653.333333333334,203.0,1
1699528163,5.666666666666667,6348800.0,261.0,1
1699528166,8.333333333333334,6346069.333333333,256.0,1
1699528169,8.333333333333334,6321493.333333333,258.0,1
1699528172,6.666666666666666,503808.0,257.0,1
1699528175,0.0,46421.333333333336,257.0,1
1699528178,0.0,4096.0,257.0,1
1699528181,0.0,94208.0,255.0,1
1699528184,0.0,700416.0,258.0,1
1699528187,40.666666666666664,16384.0,257.0,1
1699528190,0.0,45056.0,257.0,1
1699528193,0.3333333333333333,0.0,225.0,1
1699528196,0.0,8192.0,204.0,1
1699528199,0.6666666666666666,43690.666666666664,204.0,1
1699528202,0.9999999999999999,335872.0,203.0,1
1699528205,0.0,8192.0,205.0,1
1699528208,14.666666666666666,11150677.333333334,290.0,1
1699528211,15.333333333333334,11205290.666666668,286.0,1
1699528214,14.666666666666666,11149312.0,287.0,1
1699528217,15.0,11324074.666666666,286.0,1
1699528220,15.333333333333334,11280384.0,288.0,1
1699528223,13.666666666666666,2730.6666666666665,286.0,1
1699528226,0.0,1365.3333333333333,289.0,1
1699528229,0.0,223914.66666666666,289.0,1
1699528232,0.3333333333333333,192512.0,288.0,1
1699528235,0.3333333333333333,66901.33333333334,290.0,1
1699528238,0.0,1365.3333333333333,211.0,1
1699528241,0.3333333333333333,300373.3333333333,203.0,1
1699528244,0.0,25941.333333333332,204.0,1
1699528247,0.0,51882.66666666667,202.0,1
1699528250,0.3333333333333333,13653.333333333334,215.0,1
1699528253,24.333333333333332,1365.3333333333333,293.0,1
1699528256,23.666666666666668,843776.0,293.0,1
1699528259,24.0,5461.333333333333,293.0,1
1699528262,8.333333333333334,0.0,296.0,1
1699528265,0.3333333333333333,488789.3333333333,294.0,1
1699528268,0.3333333333333333,1365.3333333333333,296.0,1
1699528271,0.0,2730.6666666666665,294.0,1
1699528274,93.0,0.0,293.0,1
1699528277,0.0,178858.6666666667,292.0,1
1699528280,0.3333333333333333,73728.0,291.0,1
1699528283,0.0,161109.3333333333,204.0,1
1699528286,0.3333333333333333,2215936.0,201.0,1
1699528289,0.0,50517.33333333333,204.0,1
1699528292,0.0,229376.0,202.0,1
1699528295,0.0,1365.3333333333333,205.0,1
1699528298,30.666666666666668,0.0,275.0,1
1699528301,31.0,273066.6666666666,286.0,1
1699528304,31.0,16384.0,283.0,1
1699528307,30.666666666666664,0.0,278.0,1
1699528310,31.0,5461.333333333333,285.0,1
1699528313,26.0,135168.0,284.0,1
1699528316,0.0,0.0,284.0,1
1699528319,0.3333333333333333,76458.66666666667,283.0,1
1699528322,0.3333333333333333,42325.333333333336,284.0,1
1699528325,0.0,0.0,284.0,1
1699528328,0.0,39594.666666666664,203.0,1
1699528331,0.3333333333333333,50517.333333333336,203.0,1
1699528334,0.0,8192.0,203.0,1
1699528337,0.3333333333333333,125610.66666666667,202.0,1
1699528340,0.3333333333333333,32768.0,206.0,1
1699528343,30.333333333333332,2730.6666666666665,283.0,1
1699528346,31.0,40960.0,284.0,1
1699528349,30.333333333333332,0.0,283.0,1
1699528352,10.333333333333334,5461.333333333333,282.0,1
1699528355,0.0,58709.333333333336,283.0,1
1699528358,0.3333333333333333,354986.6666666666,282.0,1
1699528361,0.3333333333333333,4095.9999999999995,285.0,1
1699528364,129.66666666666666,1365.3333333333333,284.0,1
1699528367,0.0,1365.3333333333333,283.0,1
1699528370,0.0,4096.0,283.0,1
1699528373,0.6666666666666666,2730.6666666666665,220.0,1
1699528376,0.0,0.0,204.0,1
1699528379,0.3333333333333333,2730.6666666666665,203.0,1
1699528382,0.0,42325.333333333336,204.0,1
1699528385,0.0,57344.0,203.0,1
1699528388,4.333333333333334,55978.666666666664,260.0,1
1699528391,4.333333333333333,98304.0,257.0,1
1699528394,4.0,1365.3333333333333,259.0,1
1699528397,0.3333333333333333,819200.0,261.0,1
1699528400,0.0,578901.3333333333,259.0,1
1699528403,0.3333333333333333,43690.666666666664,259.0,1
1699528406,0.3333333333333333,31402.666666666668,260.0,1
1699528409,0.0,8192.0,261.0,1
1699528412,20.666666666666668,234837.33333333334,256.0,1
1699528415,0.3333333333333333,4096.0,267.0,1
1699528418,0.0,43690.666666666664,206.0,1
1699528421,0.3333333333333333,132437.3333333333,201.0,1
1699528424,0.3333333333333333,5461.333333333333,203.0,1
1699528427,0.0,363178.6666666667,204.0,1
1699528430,0.0,45056.0,208.0,1
1699528433,8.333333333333334,5461.333333333333,290.0,1
1699528436,8.333333333333334,40960.0,290.0,1
1699528439,8.0,974848.0,290.0,1
1699528442,8.333333333333334,73728.0,288.0,1
1699528445,5.0,4096.0,292.0,1
1699528448,0.0,143360.0,290.0,1
1699528451,0.0,129706.66666666667,292.0,1
1699528454,0.6666666666666666,6826.666666666667,289.0,1
1699528457,0.3333333333333333,4095.9999999999995,292.0,1
1699528460,0.0,1365.3333333333333,293.0,1
1699528463,0.0,172032.0,206.0,1
1699528466,0.0,0.0,205.0,1
1699528469,0.0,0.0,205.0,1
1699528472,0.3333333333333333,10922.666666666666,201.0,1
1699528475,11.666666666666666,11183445.333333334,342.0,1
1699528478,15.0,11176618.666666668,352.0,1
1699528481,15.0,11175253.333333334,351.0,1
1699528484,15.0,11517952.0,350.0,1
1699528487,7.0,5461.333333333333,352.0,1
1699528490,0.3333333333333333,580266.6666666666,353.0,1
1699528493,0.3333333333333333,2730.6666666666665,353.0,1
1699528496,0.0,0.0,352.0,1
1699528499,0.0,60074.666666666664,352.0,1
1699528502,70.0,66901.33333333333,354.0,1
1699528505,0.3333333333333333,0.0,242.0,1
1699528508,0.0,1365.3333333333333,211.0,1
1699528511,0.3333333333333333,329045.3333333333,205.0,1
1699528514,0.0,1365.3333333333333,204.0,1
1699528517,0.0,5461.333333333333,205.0,1
1699528520,24.0,17701546.666666668,335.0,1
1699528523,24.666666666666668,17716565.333333332,354.0,1
1699528526,24.0,17195008.0,354.0,1
1699528529,24.0,17263274.666666668,355.0,1
1699528532,24.0,10922.666666666666,356.0,1
1699528535,2.6666666666666665,0.0,351.0,1
1699528538,0.3333333333333333,43690.666666666664,358.0,1
1699528541,0.0,916138.6666666667,357.0,1
1699528544,0.0,2730.6666666666665,358.0,1
1699528547,0.0,0.0,359.0,1
1699528550,0.0,30037.333333333336,219.0,1
1699528553,0.3333333333333333,383658.6666666666,209.0,1
1699528556,0.6666666666666666,793258.6666666667,205.0,1
1699528559,0.3333333333333333,0.0,205.0,1
1699528562,0.0,4096.0,210.0,1
1699528565,29.333333333333332,22497962.666666664,323.0,1
1699528568,31.333333333333332,22712320.0,353.0,1
1699528571,30.666666666666668,23396352.0,353.0,1
1699528574,31.666666666666664,0.0,355.0,1
1699528577,30.0,0.0,353.0,1
1699528580,31.666666666666664,562517.3333333334,355.0,1
1699528583,5.333333333333333,80554.66666666666,356.0,1
1699528586,0.0,45056.0,355.0,1
1699528589,0.0,223914.6666666667,356.0,1
1699528592,0.0,0.0,356.0,1
1699528595,0.0,45056.00000000001,234.0,1
1699528598,0.0,0.0,208.0,1
1699528601,0.0,46421.333333333336,206.0,1
1699528604,0.0,0.0,202.0,1
1699528607,0.0,46421.333333333336,204.0,1
1699528610,29.666666666666668,22727338.666666664,346.0,1
1699528613,31.0,22451541.333333332,350.0,1
1699528616,30.666666666666664,312661.3333333334,352.0,1
1699528619,31.333333333333332,333141.3333333334,351.0,1
1699528622,31.0,45056.0,354.0,1
1699528625,22.0,0.0,355.0,1
1699528628,0.3333333333333333,161109.3333333333,356.0,1
1699528631,0.0,2730.6666666666665,356.0,1
1699528634,0.0,0.0,355.0,1
1699528637,0.0,152917.33333333334,358.0,1
1699528640,0.0,39594.666666666664,252.0,1
1699528643,0.3333333333333333,58709.333333333336,211.0,1
1699528646,0.0,233472.0,206.0,1
1699528649,0.0,0.0,204.0,1
1699528652,0.3333333333333333,114688.0,202.0,1
1699528655,3.6666666666666665,3559424.0,232.0,1
1699528658,4.333333333333333,3675477.333333333,234.0,1
