timestamp,bpf_block_irq,bpf_cpu_time_us,bpf_net_rx_irq,bpf_net_tx_irq,bpf_page_cache_hit,package_power,core_power,uncore_power,dram_power,node_type,packge_ratio_package
1699526909,0.3333333333333333,3007.6666666666665,314.0,0,5.0,68.14033333333161,0.0,0.0,48.57999999999932,1,1.0
1699526912,0.0,2189.6666666666665,483.66666666666663,0,42.0,61.9843333333362,0.0,0.0,49.88266666666701,1,1.0
1699526915,0.3333333333333333,1976.6666666666665,456.33333333333337,0,4.666666666666667,55.9636666666629,0.0,0.0,48.64666666666744,1,1.0
1699526918,0.0,1571.3333333333333,294.6666666666667,0,0.0,52.409000000002074,0.0,0.0,49.04200000000128,1,1.0
1699526921,0.0,1386.6666666666667,223.33333333333334,0,0.0,50.80933333333087,0.0,0.0,48.15466666666422,1,1.0
1699526924,0.0,1397.0,235.33333333333334,0,7.0,52.08600000000297,0.0,0.0,49.09033333333355,1,1.0
1699526927,1.3333333333333333,1416.0,287.0,0,2.3333333333333335,51.24866666666398,0.0,0.0,48.30966666666791,1,1.0
1699526930,0.3333333333333333,1405.3333333333335,228.0,0,0.0,51.397000000002066,0.0,0.0,48.90066666666584,1,1.0
1699526933,0.3333333333333333,1406.0,225.33333333333334,0,0.3333333333333333,50.85566666666759,0.0,0.0,48.45466666666712,1,1.0
1699526936,0.3333333333333333,1400.3333333333333,226.66666666666669,0,4.666666666666667,51.66199999999904,0.0,0.0,49.1296666666652,1,1.0
1699526939,0.3333333333333333,1412.6666666666667,221.66666666666669,0,0.0,50.809333333333285,0.0,0.0,48.39933333333465,1,1.0
1699526942,0.3333333333333333,1390.3333333333335,232.33333333333334,0,2.0,51.39933333333465,0.0,0.0,48.899666666664416,1,1.0
1699526945,1.3333333333333333,1437.3333333333335,313.33333333333337,0,7.666666666666667,52.08266666666653,0.0,0.0,48.64466666666946,1,1.0
1699526948,0.0,1402.3333333333333,247.33333333333334,0,2.6666666666666665,51.4363333333337,0.0,0.0,48.7506666666668,1,1.0
1699526951,0.3333333333333333,1408.0,231.33333333333331,0,2.6666666666666665,50.96566666666573,0.0,0.0,48.34166666666715,1,1.0
1699526954,0.3333333333333333,1399.6666666666665,220.33333333333331,0,0.3333333333333333,51.64233333333445,0.0,0.0,48.96099999999811,1,1.0
1699526957,0.0,2126.0,315.66666666666663,0,29.333333333333332,76.0746666666649,0.0,0.0,49.511000000001026,1,1.0
1699526960,0.3333333333333333,2386.3333333333335,216.33333333333334,0,0.0,80.58166666666754,0.0,0.0,48.45266666666672,1,1.0
1699526963,0.0,2367.333333333333,224.66666666666666,0,0.3333333333333333,81.58899999999994,0.0,0.0,48.58933333333456,1,1.0
1699526966,0.3333333333333333,2363.0,209.66666666666666,0,4.333333333333333,84.51266666666682,0.0,0.0,49.431999999998276,1,1.0
1699526969,0.3333333333333333,2375.333333333333,223.66666666666669,0,1.6666666666666667,80.28766666666586,0.0,0.0,48.48799999999998,1,1.0
1699526972,0.3333333333333333,2401.6666666666665,218.66666666666666,0,2.3333333333333335,82.34966666666635,0.0,0.0,48.90399999999985,1,1.0
1699526975,0.3333333333333333,2402.333333333333,211.66666666666666,0,5.0,84.71033333333374,0.0,0.0,48.82500000000194,1,1.0
1699526978,0.3333333333333333,2403.0,197.33333333333334,0,0.3333333333333333,81.14499999999923,0.0,0.0,48.833333333330906,1,1.0
1699526981,0.3333333333333333,2363.666666666667,193.0,0,0.0,80.37066666666699,0.0,0.0,48.608000000000175,1,1.0
1699526984,0.3333333333333333,2511.666666666667,189.0,0,0.6666666666666666,85.21033333333374,0.0,0.0,49.08466666666694,1,1.0
1699526987,1.6666666666666667,1485.6666666666665,278.66666666666663,0,10.333333333333334,63.41666666666666,0.0,0.0,48.59033333333355,1,1.0
1699526990,0.3333333333333333,1411.6666666666667,247.66666666666666,0,0.0,51.40866666666747,0.0,0.0,48.65533333333346,1,1.0
1699526993,0.3333333333333333,1411.0,219.66666666666669,0,0.3333333333333333,50.96733333333154,0.0,0.0,48.45999999999913,1,1.0
1699526996,0.3333333333333333,1390.0,231.66666666666669,0,4.333333333333333,51.82100000000355,0.0,0.0,49.141000000000844,1,1.0
1699526999,0.3333333333333333,1452.6666666666667,290.3333333333333,0,23.333333333333332,53.110333333330345,0.0,0.0,48.51733333333444,1,1.0
1699527002,0.6666666666666666,3309.6666666666665,235.0,0,1.0,88.23066666667,0.0,0.0,48.905999999997825,1,1.0
1699527005,0.0,3317.666666666667,212.33333333333334,0,0.6666666666666666,87.94599999999627,0.0,0.0,48.54466666666849,1,1.0
1699527008,0.3333333333333333,3321.0,212.33333333333334,0,6.0,89.02066666666845,0.0,0.0,49.52166666666502,1,1.0
1699527011,0.3333333333333333,3292.6666666666665,216.0,0,0.3333333333333333,86.38999999999942,0.0,0.0,48.14533333333384,1,1.0
1699527014,0.3333333333333333,3307.0,194.33333333333334,0,1.0,89.82066666666651,0.0,0.0,48.95533333333393,1,1.0
1699527017,0.3333333333333333,3367.666666666667,232.0,0,6.333333333333333,89.98866666666679,0.0,0.0,48.74233333333299,1,1.0
1699527020,0.3333333333333333,3300.0,215.0,0,0.3333333333333333,91.48500000000058,0.0,0.0,48.62433333333562,1,1.0
1699527023,0.0,3333.333333333333,210.0,0,2.0,89.40233333333163,0.0,0.0,48.61433333333116,1,1.0
1699527026,0.0,3305.333333333333,201.33333333333334,0,0.3333333333333333,90.91300000000047,0.0,0.0,49.36966666666558,1,1.0
1699527029,0.3333333333333333,3354.3333333333335,215.0,0,5.333333333333333,87.36366666666679,0.0,0.0,48.186666666668316,1,1.0
1699527032,1.3333333333333333,1413.0,290.66666666666663,0,7.666666666666667,55.373000000002015,0.0,0.0,49.0723333333323,1,1.0
1699527035,0.3333333333333333,1449.0,241.66666666666669,0,0.3333333333333333,51.24366666666416,0.0,0.0,48.53500000000107,1,1.0
