timestamp,kubelet_cpu_usage,kubelet_memory_bytes,package_power,core_power,uncore_power,dram_power,node_type,packge_ratio_package
1699526909,0.0,12288.0,68.14033333333161,0.0,0.0,48.57999999999932,1,1.0
1699526912,0.0,0.0,61.9843333333362,0.0,0.0,49.88266666666701,1,1.0
1699526915,0.3333333333333333,5999274.666666667,55.9636666666629,0.0,0.0,48.64666666666744,1,1.0
1699526918,3.0,24023040.0,52.409000000002074,0.0,0.0,49.04200000000128,1,1.0
1699526921,0.0,439637.3333333333,50.80933333333087,0.0,0.0,48.15466666666422,1,1.0
1699526924,0.0,2730.6666666666665,52.08600000000297,0.0,0.0,49.09033333333355,1,1.0
1699526927,0.6666666666666666,28672.000000000004,51.24866666666398,0.0,0.0,48.30966666666791,1,1.0
1699526930,0.0,637610.6666666667,51.397000000002066,0.0,0.0,48.90066666666584,1,1.0
1699526933,0.0,1365.3333333333333,50.85566666666759,0.0,0.0,48.45466666666712,1,1.0
1699526936,0.3333333333333333,324949.3333333333,51.66199999999904,0.0,0.0,49.1296666666652,1,1.0
1699526939,0.0,50517.333333333336,50.809333333333285,0.0,0.0,48.39933333333465,1,1.0
1699526942,0.0,131072.0,51.39933333333465,0.0,0.0,48.899666666664416,1,1.0
1699526945,0.3333333333333333,468309.3333333333,52.08266666666653,0.0,0.0,48.64466666666946,1,1.0
1699526948,0.0,259413.3333333333,51.4363333333337,0.0,0.0,48.7506666666668,1,1.0
1699526951,0.0,5461.333333333333,50.96566666666573,0.0,0.0,48.34166666666715,1,1.0
1699526954,0.6666666666666666,266240.0,51.64233333333445,0.0,0.0,48.96099999999811,1,1.0
1699526957,1.0,2116266.6666666665,76.0746666666649,0.0,0.0,49.511000000001026,1,1.0
1699526960,1.0,0.0,80.58166666666754,0.0,0.0,48.45266666666672,1,1.0
1699526963,1.0,5461.333333333333,81.58899999999994,0.0,0.0,48.58933333333456,1,1.0
1699526966,1.6666666666666665,200704.0,84.51266666666682,0.0,0.0,49.431999999998276,1,1.0
1699526969,1.3333333333333333,17749.333333333332,80.28766666666586,0.0,0.0,48.48799999999998,1,1.0
1699526972,1.0,0.0,82.34966666666635,0.0,0.0,48.90399999999985,1,1.0
1699526975,1.3333333333333333,84650.66666666667,84.71033333333374,0.0,0.0,48.82500000000194,1,1.0
1699526978,0.0,8192.0,81.14499999999923,0.0,0.0,48.833333333330906,1,1.0
1699526981,0.0,34133.333333333336,80.37066666666699,0.0,0.0,48.608000000000175,1,1.0
1699526984,0.0,0.0,85.21033333333374,0.0,0.0,49.08466666666694,1,1.0
1699526987,0.0,6826.666666666667,63.41666666666666,0.0,0.0,48.59033333333355,1,1.0
1699526990,0.6666666666666666,148821.3333333333,51.40866666666747,0.0,0.0,48.65533333333346,1,1.0
1699526993,0.3333333333333333,465578.6666666666,50.96733333333154,0.0,0.0,48.45999999999913,1,1.0
1699526996,0.0,1365.3333333333333,51.82100000000355,0.0,0.0,49.141000000000844,1,1.0
1699526999,0.0,275797.3333333333,53.110333333330345,0.0,0.0,48.51733333333444,1,1.0
1699527002,2.3333333333333335,3376469.3333333335,88.23066666667,0.0,0.0,48.905999999997825,1,1.0
1699527005,2.3333333333333335,15018.666666666668,87.94599999999627,0.0,0.0,48.54466666666849,1,1.0
1699527008,2.0,17749.333333333336,89.02066666666845,0.0,0.0,49.52166666666502,1,1.0
1699527011,2.0,434176.0,86.38999999999942,0.0,0.0,48.14533333333384,1,1.0
1699527014,1.6666666666666665,92842.66666666667,89.82066666666651,0.0,0.0,48.95533333333393,1,1.0
1699527017,0.0,0.0,89.98866666666679,0.0,0.0,48.74233333333299,1,1.0
1699527020,0.0,0.0,91.48500000000058,0.0,0.0,48.62433333333562,1,1.0
1699527023,0.3333333333333333,101034.66666666667,89.40233333333163,0.0,0.0,48.61433333333116,1,1.0
1699527026,0.0,1365.3333333333333,90.91300000000047,0.0,0.0,49.36966666666558,1,1.0
1699527029,0.3333333333333333,117418.66666666667,87.36366666666679,0.0,0.0,48.186666666668316,1,1.0
1699527032,0.0,180224.0,55.373000000002015,0.0,0.0,49.0723333333323,1,1.0
1699527035,0.0,0.0,51.24366666666416,0.0,0.0,48.53500000000107,1,1.0
