timestamp,bpf_cpu_time_us,bpf_page_cache_hit,cache_miss,cgroupfs_cpu_usage_us,cgroupfs_memory_usage_bytes,cgroupfs_system_cpu_usage_us,cgroupfs_user_cpu_usage_us,cpu_cycles,cpu_instructions,kubelet_cpu_usage,kubelet_memory_bytes,platform_power,node_type
1699527008,3321.0,6.0,1011311.6666666666,0.0,0.0,0.0,0.0,24945998885.666664,12872695110.0,2.0,17749.333333333336,242.0,1
1699527011,3292.6666666666665,0.3333333333333333,877098.0,0.0,0.0,0.0,0.0,24491671310.333336,12778939786.333334,2.0,434176.0,242.0,1
1699527014,3307.0,1.0,838555.0,0.0,0.0,0.0,0.0,24381251558.666668,10915866019.333332,1.6666666666666665,92842.66666666667,246.0,1
1699527017,3367.666666666667,6.333333333333333,1518048.3333333335,0.0,0.0,0.0,0.0,25372687854.0,12539014373.666668,0.0,0.0,243.0,1
1699527020,3300.0,0.3333333333333333,953987.0,17088.0,0.0,0.0,17088.0,25662837932.333336,13256717915.666666,0.0,0.0,246.0,1
1699527023,3333.333333333333,2.0,863789.6666666666,0.0,0.0,0.0,0.0,26804827545.666664,10903990021.666668,0.3333333333333333,101034.66666666667,244.0,1
1699527026,3305.333333333333,0.3333333333333333,812167.0,0.0,0.0,0.0,0.0,25556784931.333332,12822289804.333334,0.0,1365.3333333333333,244.0,1
1699527029,3354.3333333333335,5.333333333333333,1184651.3333333333,0.0,0.0,0.0,0.0,23951273847.666668,13049044016.666666,0.3333333333333333,117418.66666666667,243.0,1
1699527032,1413.0,7.666666666666667,1627718.3333333333,194871.0,0.0,36436.66666666667,158440.0,3982100253.666667,1972753332.7037036,0.0,180224.0,210.0,1
1699527035,1449.0,0.3333333333333333,1055723.3333333333,0.0,0.0,0.0,0.0,2103357210.0,1166050207.0,0.0,0.0,203.0,1
1699527038,1423.6666666666667,6.666666666666667,1041717.6666666666,0.0,0.0,0.0,0.0,2204622657.666667,1250563401.6666667,0.0,349525.3333333333,204.0,1
1699527041,1395.6666666666667,0.0,661493.3333333333,0.0,0.0,0.0,0.0,1695156792.6666667,1249697071.0,1.0,791893.3333333334,204.0,1
1699527044,1452.6666666666665,27.0,2362433.0,321402.0,533845.3333333334,102872.66666666666,218529.3333333333,4365124602.666667,2434468596.3333335,0.0,79189.33333333333,209.0,1
1699527047,5196.666666666667,6.0,1357976.3333333335,0.0,0.0,0.0,0.0,25276037480.333336,11767636031.666668,4.0,326314.6666666667,224.0,1
1699527050,5161.0,0.3333333333333333,922506.0,0.0,0.0,0.0,0.0,24245680890.666668,13206620427.333332,4.0,0.0,228.0,1
1699527053,5227.333333333333,4.333333333333333,971182.3333333333,0.0,0.0,0.0,0.0,23017171874.666668,11934110289.666666,4.0,28672.0,226.0,1
1699527056,5131.0,0.0,751548.3333333334,0.0,0.0,0.0,0.0,23979898312.666668,11634414515.0,4.333333333333334,505173.3333333333,236.0,1
1699527059,5161.333333333333,4.333333333333333,1108203.3333333333,0.0,0.0,0.0,0.0,23549036941.0,13717060431.0,4.333333333333333,0.0,228.0,1
1699527062,5155.333333333333,0.3333333333333333,972781.3333333333,0.0,0.0,0.0,0.0,22678151053.0,11163087748.333332,1.3333333333333333,191146.66666666666,229.0,1
1699527065,5171.666666666666,0.6666666666666666,875603.3333333334,0.0,0.0,0.0,0.0,24372382089.666668,12197133702.666668,0.0,1365.3333333333333,233.0,1
1699527068,5192.666666666667,5.333333333333333,1186229.0,0.0,0.0,0.0,0.0,24298620610.666668,13172017149.0,0.3333333333333333,110592.0,227.0,1
1699527071,5214.0,2.6666666666666665,922658.6666666667,0.0,0.0,0.0,0.0,25268648895.333336,11697200195.333332,0.3333333333333333,294912.0,232.0,1
1699527074,4570.333333333334,6.333333333333334,1113995.3333333333,67070.0,0.0,0.0,67070.0,21618042490.666668,9649958535.0,0.0,572074.6666666666,229.0,1
1699527077,1618.0,4.333333333333333,3205492.333333333,142452.0,0.0,76320.0,66132.0,2074514758.6666667,1932319042.0,0.0,10922.666666666666,201.0,1
1699527080,1394.3333333333333,5.333333333333333,1225975.3333333335,13638.0,0.0,13638.0,0.0,2289474764.0,1122053759.6666667,0.0,50517.333333333336,206.0,1
1699527083,1415.6666666666665,1.3333333333333333,852729.6666666667,0.0,0.0,0.0,0.0,1780524342.6666665,996432991.6666666,0.0,199338.66666666666,204.0,1
1699527086,1392.6666666666665,1.6666666666666667,760246.3333333333,0.0,0.0,0.0,0.0,2239435097.6666665,1554557450.0,0.6666666666666666,4096.0,202.0,1
1699527089,1453.6666666666667,30.333333333333332,2652979.333333333,342546.0,614400.0,82188.0,260352.0,9884836639.333334,4797892929.666667,0.6666666666666666,2730.6666666666665,219.0,1
1699527092,8958.0,3.6666666666666665,1606075.3333333335,0.0,0.0,0.0,0.0,27150301041.0,17640149693.666664,8.0,202069.33333333334,237.0,1
1699527095,8912.0,0.3333333333333333,1336909.3333333335,0.0,0.0,0.0,0.0,27709128934.0,15364778083.0,8.333333333333334,114688.0,234.0,1
1699527098,8917.333333333334,5.333333333333333,1461855.3333333335,0.0,0.0,0.0,0.0,28268581507.0,17612538805.0,8.333333333333334,2730.6666666666665,234.0,1
1699527101,8903.666666666666,1.3333333333333333,1224070.3333333335,0.0,0.0,0.0,0.0,27036944521.0,17016196125.666668,6.333333333333333,72362.66666666666,237.0,1
1699527104,8929.666666666666,0.3333333333333333,1257862.0,0.0,0.0,0.0,0.0,28221263050.0,14982969085.333332,0.0,2730.6666666666665,236.0,1
1699527107,8892.666666666666,0.0,1219962.6666666667,0.0,0.0,0.0,0.0,27458378191.333332,18603445007.666668,0.6666666666666666,356352.0,237.0,1
1699527110,8927.666666666668,6.333333333333333,1519755.6666666667,0.0,0.0,0.0,0.0,26678141642.333336,16455638283.0,0.0,5461.333333333333,234.0,1
1699527113,8901.666666666666,0.3333333333333333,1320586.6666666665,0.0,0.0,0.0,0.0,27705873684.666668,15719952298.0,28.333333333333332,35498.66666666667,235.0,1
1699527116,8891.333333333332,0.3333333333333333,1054207.3333333335,0.0,0.0,0.0,0.0,26977352665.0,17740088602.666664,0.0,122880.0,235.0,1
1699527119,1403.3333333333333,7.0,1227945.6666666665,63073.666666666664,0.0,34523.0,28550.666666666668,13088570650.666666,4880928806.666666,0.3333333333333333,103765.33333333333,233.0,1
1699527122,1404.6666666666665,4.0,1368192.3333333335,164318.33333333334,0.0,1330.0,162988.33333333334,2044311174.3333333,1055452827.0,0.0,53248.0,205.0,1
1699527125,1403.0,1.3333333333333333,833584.6666666666,1121.0,0.0,253.33333333333334,874.0,2104023050.3333333,1326053075.6666665,0.3333333333333333,86016.0,205.0,1
1699527128,1398.0,1.0,782171.0,0.0,0.0,0.0,0.0,1641594568.3333333,1435284023.3333335,0.0,4096.0,202.0,1
1699527131,1430.0,18.0,1753237.6666666667,364831.6666666667,752298.6666666666,116242.0,248583.33333333334,2432909296.0,1294021880.3333335,0.0,65536.0,202.0,1
1699527134,12081.0,10.333333333333332,3075197.3333333335,13534527.666666668,4777301.333333333,2997643.0,10536891.333333332,25475309420.0,17970156814.0,12.0,20396714.666666668,245.0,1
1699527137,15498.666666666666,0.0,2450257.6666666665,0.0,0.0,0.0,0.0,32306367657.0,24985724410.666664,15.333333333333332,20433578.666666668,252.0,1
1699527140,15473.333333333334,4.666666666666667,2375322.0,16800.0,57344.0,3262.0,13538.0,34106846671.666664,25180864404.0,15.333333333333334,20328448.000000004,250.0,1
1699527143,15495.0,0.3333333333333333,2232979.0,0.0,0.0,0.0,0.0,31500746118.0,22417034866.0,15.0,20283392.0,248.0,1
1699527146,15455.666666666668,0.3333333333333333,1903370.3333333335,0.0,0.0,0.0,0.0,34219160134.666668,27380570248.0,14.666666666666666,27306.666666666668,249.0,1
1699527149,15461.333333333334,0.3333333333333333,2121209.0,0.0,0.0,0.0,0.0,31482597613.666668,21893292976.333332,15.666666666666668,4096.0,249.0,1
1699527152,15477.666666666668,7.666666666666667,2536416.0,0.0,0.0,0.0,0.0,33054075240.333332,25751727397.666664,3.0,1365.3333333333333,247.0,1
1699527155,15501.333333333332,1.6666666666666667,2265922.333333333,0.0,0.0,0.0,0.0,33414610651.666668,24028141852.0,0.3333333333333333,15018.666666666666,248.0,1
1699527158,15443.666666666666,0.0,1957231.6666666667,0.0,0.0,0.0,0.0,31741533996.0,25246331024.0,0.0,17749.333333333332,249.0,1
1699527161,15491.333333333332,5.0,2261377.333333333,0.0,0.0,0.0,0.0,34613587359.333336,23072971203.333336,0.0,344064.0,250.0,1
1699527164,1411.6666666666665,6.333333333333333,1477048.0,189011.6666666667,0.0,0.0,189011.6666666667,6077226936.0,4125308349.0,0.3333333333333333,39594.666666666664,223.0,1
1699527167,1392.6666666666667,1.0,1002040.6666666666,13101.333333333332,0.0,0.0,13101.333333333332,2210084252.0,1182083102.6666665,0.0,277162.6666666667,201.0,1
1699527170,1397.0,5.666666666666667,855933.3333333333,0.0,0.0,0.0,0.0,2053726077.0,1306158942.0,0.0,0.0,204.0,1
1699527173,1412.3333333333335,1.6666666666666667,888080.0,0.0,0.0,0.0,0.0,2261338045.0,1530405346.0,0.0,54613.333333333336,204.0,1
1699527176,1503.6666666666665,25.0,3181320.666666667,350494.6666666666,603477.3333333333,125414.66666666666,225080.0,3302554734.0,2393112645.3333335,0.3333333333333333,32767.999999999996,207.0,1
1699527179,23418.0,1.0,4034984.6666666665,0.0,0.0,0.0,0.0,34328962687.666664,28873105225.333332,25.333333333333336,31840938.666666668,256.0,1
1699527182,23782.333333333332,6.0,3313030.0,0.0,0.0,0.0,0.0,32320771459.0,33765744371.0,24.333333333333336,31869610.666666668,260.0,1
1699527185,23832.333333333332,2.0,3399851.6666666665,0.0,0.0,0.0,0.0,32927840126.333336,29503390467.333336,24.0,32090794.666666668,257.0,1
1699527188,23812.666666666668,0.0,3069953.0,0.0,0.0,0.0,0.0,34539968887.0,32693053936.0,3.0,34133.33333333333,258.0,1
1699527191,23828.333333333332,5.666666666666667,3383553.666666667,0.0,0.0,0.0,0.0,31961741605.0,30389452537.999996,0.0,23210.666666666668,259.0,1
1699527194,23797.0,1.6666666666666667,3360867.3333333335,0.0,0.0,0.0,0.0,34237323707.333332,31295379145.0,0.3333333333333333,9557.333333333332,260.0,1
1699527197,23828.0,1.3333333333333333,3347119.0,0.0,0.0,0.0,0.0,32792732719.0,32611008620.0,0.3333333333333333,55978.66666666667,258.0,1
1699527200,23802.0,0.0,3433795.6666666665,13762.333333333334,0.0,3052.6666666666665,10709.666666666666,33190176884.666664,30645406894.333336,110.66666666666667,1365.3333333333333,259.0,1
1699527203,23827.666666666664,5.666666666666667,3529201.333333333,0.0,0.0,0.0,0.0,33781869725.0,30583010895.0,0.0,2730.6666666666665,259.0,1
1699527206,23616.666666666664,10.0,3253816.3333333335,0.0,0.0,0.0,0.0,33090010465.666664,33393024234.666664,0.0,117418.66666666667,259.0,1
1699527209,1383.3333333333335,5.0,1258009.0,216426.0,122880.0,73110.0,143316.0,3824888520.3333335,1926991602.6666667,0.3333333333333333,76458.66666666667,221.0,1
1699527212,1443.0,7.333333333333333,1419124.6666666665,13992.0,122880.0,3102.0,10884.0,2275274095.333333,1408346469.6666667,0.3333333333333333,285354.6666666666,204.0,1
1699527215,1403.0,1.3333333333333333,787517.3333333333,0.0,0.0,0.0,0.0,2205573426.3333335,1131713219.3333333,0.0,0.0,202.0,1
1699527218,1382.3333333333335,0.6666666666666666,741020.0,0.0,0.0,0.0,0.0,1899606905.6666665,1412023363.3333333,0.0,2730.6666666666665,202.0,1
1699527221,1449.0,28.666666666666668,2313653.0,394674.0,663552.0,109932.0,284742.0,2699996305.3333335,1479854265.0,0.3333333333333333,274432.0,203.0,1
1699527224,26240.0,0.6666666666666666,5342844.0,0.0,0.0,0.0,0.0,31491109924.333332,31911873413.0,29.333333333333332,41842005.333333336,230.0,1
1699527227,28471.0,0.6666666666666666,4638942.0,0.0,0.0,0.0,0.0,30672768654.0,35473020842.333336,30.333333333333332,41862485.333333336,244.0,1
1699527230,28578.666666666668,1.0,4464791.333333333,0.0,0.0,0.0,0.0,33667550168.0,34326035781.0,30.666666666666668,5461.333333333333,245.0,1
1699527233,28532.666666666664,5.0,4789398.0,0.0,0.0,0.0,0.0,30096538034.333332,34719146054.0,31.333333333333332,94208.0,247.0,1
1699527236,28612.333333333336,0.3333333333333333,4452761.333333333,0.0,0.0,0.0,0.0,32252794516.333336,35348849512.0,30.0,57344.0,247.0,1
1699527239,28525.0,1.0,4447060.0,0.0,0.0,0.0,0.0,32490340086.666664,34052788568.0,10.666666666666668,120149.33333333333,245.0,1
1699527242,28625.666666666668,4.666666666666667,4506033.666666667,0.0,0.0,0.0,0.0,30458337710.666664,35642257630.666664,0.6666666666666666,101034.66666666667,247.0,1
1699527245,28610.0,1.3333333333333333,4554822.333333333,0.0,0.0,0.0,0.0,33829703572.333332,34077144298.666668,0.3333333333333333,0.0,244.0,1
1699527248,28802.333333333336,0.3333333333333333,4202458.333333333,0.0,0.0,0.0,0.0,30395942903.0,35105126065.0,0.3333333333333333,103765.33333333333,245.0,1
1699527251,28509.333333333332,1.0,4525354.666666666,0.0,0.0,0.0,0.0,31737478793.666664,34779791711.0,0.0,0.0,245.0,1
1699527254,1423.6666666666665,10.0,1717076.3333333333,231933.0,0.0,0.0,231933.0,6575775833.0,2750224192.666667,0.0,46421.33333333333,230.0,1
1699527257,1430.6666666666667,1.0,1436021.3333333335,23091.333333333332,0.0,23097.666666666668,0.0,1861641291.6666665,1373242710.0,0.6666666666666666,141994.66666666666,204.0,1
1699527260,1401.6666666666667,1.0,996504.0,15668.666666666666,778240.0,15668.666666666666,0.0,2276169134.0,1370320567.6666667,0.0,15018.666666666666,202.0,1
1699527263,1425.6666666666667,6.0,995462.3333333334,0.0,778240.0,0.0,0.0,2285548499.333333,997683861.3333334,0.0,2730.6666666666665,203.0,1
1699527266,1446.0,25.0,2194285.666666667,396549.0,622592.0,241515.33333333334,155027.3333333333,2158866134.3333335,1877590789.6666667,0.0,318122.6666666667,204.0,1
1699527269,24347.666666666668,6.333333333333333,5507211.666666666,0.0,0.0,0.0,0.0,29077863033.666664,30252816277.0,27.0,41921194.666666664,245.0,1
1699527272,28572.333333333336,3.0,4517986.333333333,0.0,0.0,0.0,0.0,33091622812.0,35474310940.0,30.666666666666668,41910272.0,250.0,1
1699527275,28484.666666666668,4.666666666666667,4565692.666666666,0.0,0.0,0.0,0.0,30546568694.333336,34097963049.999996,31.333333333333332,41908906.666666664,246.0,1
1699527278,28627.333333333332,0.3333333333333333,4370754.0,0.0,0.0,0.0,0.0,32404637717.666668,35684905219.0,30.333333333333332,126976.00000000001,245.0,1
1699527281,28563.0,0.0,4425921.333333333,0.0,0.0,0.0,0.0,31875428398.666668,33966461538.0,15.333333333333334,46421.333333333336,247.0,1
1699527284,28644.333333333336,5.0,4642527.666666667,0.0,0.0,0.0,0.0,30943465773.666664,35272697382.99999,0.9999999999999999,795989.3333333334,245.0,1
1699527287,28662.0,0.3333333333333333,4375932.333333333,0.0,0.0,0.0,0.0,33230789939.000004,34114795925.333332,0.0,0.0,246.0,1
1699527290,28626.333333333332,0.3333333333333333,4471457.666666667,0.0,0.0,0.0,0.0,30691124557.666668,34782376225.333336,0.0,60074.666666666664,244.0,1
1699527293,28471.666666666668,0.6666666666666666,4536450.333333333,0.0,0.0,0.0,0.0,32239667940.333332,35421352160.33333,0.3333333333333333,51882.66666666667,245.0,1
1699527296,28643.0,4.666666666666667,5378072.333333334,0.0,0.0,0.0,0.0,32049959910.333336,33531784803.666668,151.0,46421.333333333336,245.0,1
1699527299,1396.6666666666667,5.333333333333333,1519047.0,176046.3333333333,0.0,62724.33333333333,113322.0,6062312126.666666,2843369260.0,0.0,0.0,205.0,1
1699527302,1420.3333333333333,0.3333333333333333,1053091.6666666667,33546.666666666664,0.0,20570.0,12982.333333333332,2591384133.0,1742584970.3333333,0.0,21845.333333333332,203.0,1
1699527305,1423.0,4.666666666666667,995850.3333333334,0.0,0.0,0.0,0.0,1967969007.3333335,1338427412.3333333,0.0,99669.33333333334,203.0,1
1699527308,1407.3333333333333,1.0,685792.6666666666,0.0,0.0,0.0,0.0,2017442521.0,1300881698.3333333,0.6666666666666666,4096.0,203.0,1
1699527311,1475.0,24.666666666666668,2231263.333333333,364735.0,649898.6666666667,49566.33333333333,315168.6666666666,2833457872.333333,1522413305.6666665,0.3333333333333333,131072.0,203.0,1
1699527314,4699.666666666667,1.0,1455791.0,0.0,0.0,0.0,0.0,23311567581.333336,12742342186.666666,3.3333333333333335,6262784.0,217.0,1
1699527317,5251.666666666667,7.0,1478228.3333333333,0.0,0.0,0.0,0.0,27258104742.0,13956500801.666666,4.666666666666666,401408.0,240.0,1
1699527320,5200.666666666667,0.3333333333333333,1312559.3333333333,17638.333333333336,0.0,3926.6666666666665,13705.333333333334,27627234885.0,15694238370.0,4.0,106496.0,239.0,1
1699527323,5222.333333333333,0.6666666666666666,910186.6666666666,0.0,0.0,0.0,0.0,27955506640.666668,15140726240.0,3.6666666666666665,0.0,239.0,1
1699527326,5201.666666666667,4.666666666666667,1196296.6666666667,0.0,0.0,0.0,0.0,27474641445.0,13565907805.0,0.3333333333333333,2730.6666666666665,237.0,1
1699527329,5191.0,0.0,849166.6666666667,0.0,0.0,0.0,0.0,26736206284.0,15215268176.666666,0.0,15018.666666666666,238.0,1
1699527332,5222.0,3.3333333333333335,1154638.3333333335,0.0,0.0,0.0,0.0,27106215500.333336,15312769353.0,0.0,101034.66666666666,238.0,1
1699527335,5237.0,5.0,1207197.3333333335,0.0,0.0,0.0,0.0,27491285623.333336,13539637120.666668,0.3333333333333333,693589.3333333334,239.0,1
1699527338,5206.0,0.3333333333333333,1066814.0,0.0,0.0,0.0,0.0,27052695495.666668,15156244951.0,0.3333333333333333,9557.333333333334,242.0,1
1699527341,5192.0,0.3333333333333333,1072661.0,0.0,0.0,0.0,0.0,26599638860.333336,15738001385.333332,22.333333333333332,58709.33333333333,240.0,1
1699527344,1429.0,5.666666666666667,1481290.3333333335,212874.0,0.0,66738.0,146136.0,5548169856.0,2552409748.0,0.0,0.0,201.0,1
1699527347,1422.6666666666665,6.333333333333333,1269736.0,0.0,0.0,0.0,0.0,2420724652.0,1119824464.6666667,0.0,0.0,203.0,1
1699527350,1402.0,0.3333333333333333,808148.0,0.0,0.0,0.0,0.0,1875828318.6666667,1441954382.6666667,0.3333333333333333,141994.66666666666,201.0,1
1699527353,1412.0,0.3333333333333333,868830.0,0.0,0.0,0.0,0.0,2216574345.0,1108645022.3333335,0.3333333333333333,140629.33333333334,202.0,1
1699527356,1447.0,29.666666666666668,2590175.3333333335,363822.0,638976.0,47508.0,316320.0,5396811705.666667,2665870363.0,0.0,299008.0,208.0,1
1699527359,8976.333333333332,1.0,1558284.3333333335,0.0,0.0,0.0,0.0,33869693916.666664,22432823657.333336,8.0,69632.0,256.0,1
1699527362,8935.333333333334,1.6666666666666667,1257999.3333333333,0.0,0.0,0.0,0.0,33260469851.0,20059356522.0,8.333333333333334,402773.3333333333,255.0,1
1699527365,8990.0,1.3333333333333333,1402319.0,0.0,0.0,0.0,0.0,33312089973.333336,22055906885.333336,8.0,8192.0,255.0,1
1699527368,8977.666666666666,4.0,1305276.6666666665,0.0,0.0,0.0,0.0,33203244154.333332,21920257001.333332,8.0,118784.0,255.0,1
1699527371,8955.666666666666,0.0,1421053.3333333333,0.0,0.0,0.0,0.0,33703574385.666668,20983214282.666668,8.333333333333334,86016.0,254.0,1
1699527374,8979.0,1.0,1233162.3333333335,0.0,0.0,0.0,0.0,33942729420.666664,22484626268.0,0.0,131072.0,257.0,1
1699527377,9166.0,5.0,3195440.6666666665,0.0,0.0,0.0,0.0,34195819317.333336,21453807427.333332,0.0,6826.666666666667,259.0,1
1699527380,8983.666666666668,0.0,1252231.0,19720.0,0.0,0.0,19713.333333333332,34428879224.0,21390634218.0,0.3333333333333333,0.0,257.0,1
1699527383,8991.333333333332,1.3333333333333333,1375530.6666666667,0.0,0.0,0.0,0.0,34213203198.666664,22304425119.0,27.333333333333336,87381.33333333333,257.0,1
1699527386,7847.0,10.333333333333334,1235193.6666666665,84846.66666666666,0.0,0.0,84853.33333333334,30007263899.333332,18192886462.333332,0.0,12288.0,255.0,1
1699527389,1422.3333333333333,8.333333333333334,1658210.0,159220.0,0.0,57462.333333333336,101751.33333333333,2566090610.3333335,1426429086.3333333,0.0,6826.666666666667,204.0,1
1699527392,1423.3333333333333,3.0,872946.6666666667,1095.6666666666665,0.0,247.0,855.0,2148343569.0,1043943153.0,0.0,0.0,203.0,1
1699527395,1432.0,1.3333333333333333,1020843.6666666667,0.0,0.0,0.0,0.0,2149669499.666667,1363188480.0,0.0,385024.0,203.0,1
1699527398,1406.3333333333335,4.666666666666667,887727.0,0.0,0.0,0.0,0.0,2161793510.0,1292341551.6666665,0.3333333333333333,976213.3333333334,202.0,1
1699527401,1436.3333333333335,24.666666666666668,2985537.666666667,349099.6666666667,726357.3333333334,118661.33333333333,230432.0,11522494775.0,5099877553.666667,0.0,68266.66666666667,219.0,1
1699527404,15575.0,0.6666666666666666,2131666.6666666665,0.0,0.0,0.0,0.0,44088359032.66667,33307542201.666664,15.333333333333334,4096.0,286.0,1
1699527407,15576.666666666666,5.0,2517631.3333333335,0.0,0.0,0.0,0.0,44138505293.66667,34201292985.666668,15.666666666666666,15018.666666666666,287.0,1
1699527410,15575.666666666668,0.6666666666666666,2230298.3333333335,0.0,0.0,0.0,0.0,44442372476.666664,33671569755.333332,14.666666666666666,10922.666666666666,288.0,1
1699527413,15581.0,1.0,2280199.0,0.0,0.0,0.0,0.0,44385936801.0,32403470595.666668,15.666666666666668,13653.333333333334,289.0,1
1699527416,15561.0,1.0,1973969.0,0.0,0.0,0.0,0.0,44129821841.33333,33318882748.666668,15.0,16384.0,282.0,1
1699527419,15601.333333333334,5.333333333333333,2465325.666666667,0.0,0.0,0.0,0.0,44074071367.0,34378905890.0,2.666666666666667,106496.0,288.0,1
1699527422,15575.0,1.0,2190411.3333333335,0.0,0.0,0.0,0.0,44094991610.666664,33059258514.666668,0.3333333333333333,215722.6666666667,288.0,1
