,timestamp,kubelet_cpu_usage,kubelet_memory_bytes,platform_power,node_type,id
163,1699527398,0.3333333333333333,976213.3333333334,1.0,1.0,all containers
164,1699527401,0.0,68266.66666666667,18.0,1.0,all containers
165,1699527404,15.333333333333334,4096.0,85.0,1.0,all containers
166,1699527407,15.666666666666666,15018.666666666666,86.0,1.0,all containers
167,1699527410,14.666666666666666,10922.666666666666,87.0,1.0,all containers
168,1699527413,15.666666666666668,13653.333333333334,88.0,1.0,all containers
169,1699527416,15.0,16384.0,81.0,1.0,all containers
170,1699527419,2.666666666666667,106496.0,87.0,1.0,all containers
171,1699527422,0.3333333333333333,215722.6666666667,87.0,1.0,all containers
172,1699527425,0.3333333333333333,263509.3333333333,89.0,1.0,all containers
173,1699527428,0.3333333333333333,4096.0,88.0,1.0,all containers
174,1699527431,0.3333333333333333,279893.3333333333,65.0,1.0,all containers
175,1699527434,0.3333333333333333,47786.666666666664,4.0,1.0,all containers
176,1699527437,0.0,0.0,5.0,1.0,all containers
177,1699527440,0.0,42325.333333333336,2.0,1.0,all containers
178,1699527443,0.0,2730.6666666666665,3.0,1.0,all containers
179,1699527446,0.6666666666666666,591189.3333333334,7.0,1.0,all containers
180,1699527449,24.0,24576.0,101.0,1.0,all containers
181,1699527452,24.0,103765.33333333333,100.0,1.0,all containers
182,1699527455,23.666666666666668,2730.6666666666665,101.0,1.0,all containers
183,1699527458,22.666666666666668,301738.6666666667,102.0,1.0,all containers
184,1699527461,0.0,12288.0,101.0,1.0,all containers
185,1699527464,0.0,4096.0,102.0,1.0,all containers
186,1699527467,0.0,28672.0,98.0,1.0,all containers
187,1699527470,84.33333333333333,8192.0,102.0,1.0,all containers
188,1699527473,0.0,8192.0,94.0,1.0,all containers
189,1699527476,0.0,6826.666666666667,95.0,1.0,all containers
190,1699527479,1.0,289450.6666666666,1.0,1.0,all containers
191,1699527482,0.0,39594.66666666667,2.0,1.0,all containers
192,1699527485,0.0,532480.0,4.0,1.0,all containers
193,1699527488,0.0,10922.666666666666,1.0,1.0,all containers
194,1699527491,0.0,17749.333333333336,35.0,1.0,all containers
195,1699527494,31.666666666666668,281258.6666666667,95.0,1.0,all containers
196,1699527497,30.666666666666668,8192.0,97.0,1.0,all containers
197,1699527500,30.666666666666668,139264.0,97.0,1.0,all containers
198,1699527503,30.666666666666668,86016.0,95.0,1.0,all containers
199,1699527506,31.0,240298.66666666666,95.0,1.0,all containers
200,1699527509,31.0,0.0,97.0,1.0,all containers
201,1699527512,0.0,1037653.3333333334,95.0,1.0,all containers
202,1699527515,0.6666666666666666,50517.333333333336,93.0,1.0,all containers
203,1699527518,0.0,0.0,93.0,1.0,all containers
204,1699527521,0.0,8192.0,95.0,1.0,all containers
205,1699527524,0.3333333333333333,0.0,3.0,1.0,all containers
206,1699527527,0.0,0.0,3.0,1.0,all containers
207,1699527530,0.3333333333333333,0.0,2.0,1.0,all containers
208,1699527533,0.0,102400.0,1.0,1.0,all containers
209,1699527536,0.0,16384.0,12.0,1.0,all containers
210,1699527539,30.666666666666668,614400.0,94.0,1.0,all containers
211,1699527542,31.0,483328.0,96.0,1.0,all containers
212,1699527545,31.666666666666668,152917.3333333333,96.0,1.0,all containers
213,1699527548,27.666666666666668,90112.0,93.0,1.0,all containers
214,1699527551,0.0,234837.33333333334,95.0,1.0,all containers
215,1699527554,0.3333333333333333,9557.333333333334,96.0,1.0,all containers
216,1699527557,0.0,1365.3333333333333,93.0,1.0,all containers
217,1699527560,0.3333333333333333,0.0,94.0,1.0,all containers
218,1699527563,0.0,54613.33333333333,94.0,1.0,all containers
219,1699527566,0.0,4096.0,95.0,1.0,all containers
220,1699527569,0.0,69632.0,0.0,1.0,all containers
221,1699527572,0.0,6826.666666666667,4.0,1.0,all containers
222,1699527575,0.0,83285.33333333333,4.0,1.0,all containers
223,1699527578,0.6666666666666666,522922.6666666666,3.0,1.0,all containers
224,1699527581,0.0,907946.6666666666,3.0,1.0,all containers
225,1699527584,4.0,94208.0,59.0,1.0,all containers
226,1699527587,4.666666666666667,49152.0,58.0,1.0,all containers
227,1699527590,4.0,206165.33333333334,57.0,1.0,all containers
228,1699527593,1.0,405504.0,63.0,1.0,all containers
229,1699527596,0.3333333333333333,0.0,60.0,1.0,all containers
230,1699527599,0.0,4096.0,59.0,1.0,all containers
231,1699527602,13.333333333333334,176128.0,59.0,1.0,all containers
232,1699527605,0.6666666666666666,129706.66666666666,58.0,1.0,all containers
233,1699527608,0.0,0.0,59.0,1.0,all containers
234,1699527611,0.0,0.0,59.0,1.0,all containers
235,1699527614,0.3333333333333333,8192.0,4.0,1.0,all containers
236,1699527617,0.0,1365.3333333333333,2.0,1.0,all containers
237,1699527620,0.0,424618.6666666667,3.0,1.0,all containers
238,1699527623,0.3333333333333333,42325.333333333336,4.0,1.0,all containers
239,1699527626,4.666666666666667,11122005.333333334,27.0,1.0,all containers
240,1699527629,8.0,11120640.0,87.0,1.0,all containers
241,1699527632,8.0,11116544.0,87.0,1.0,all containers
242,1699527635,8.333333333333334,11175253.333333334,92.0,1.0,all containers
243,1699527638,2.3333333333333335,34133.33333333333,94.0,1.0,all containers
244,1699527641,0.3333333333333333,141994.66666666666,89.0,1.0,all containers
245,1699527644,0.0,1134592.0,93.0,1.0,all containers
246,1699527647,0.3333333333333333,0.0,88.0,1.0,all containers
247,1699527650,0.3333333333333333,43690.666666666664,90.0,1.0,all containers
248,1699527653,41.0,43690.66666666667,90.0,1.0,all containers
249,1699527656,0.0,0.0,82.0,1.0,all containers
250,1699527659,0.3333333333333333,215722.66666666666,5.0,1.0,all containers
251,1699527662,0.3333333333333333,192512.0,0.0,1.0,all containers
252,1699527665,0.3333333333333333,0.0,3.0,1.0,all containers
253,1699527668,0.3333333333333333,219818.66666666666,3.0,1.0,all containers
254,1699527671,12.666666666666666,20202837.333333332,132.0,1.0,all containers
255,1699527674,15.0,20205568.0,150.0,1.0,all containers
256,1699527677,15.666666666666668,20383061.333333332,150.0,1.0,all containers
257,1699527680,7.333333333333333,20202837.333333332,152.0,1.0,all containers
258,1699527683,0.0,5461.333333333333,150.0,1.0,all containers
259,1699527686,0.0,0.0,151.0,1.0,all containers
260,1699527689,0.3333333333333333,157013.3333333333,150.0,1.0,all containers
261,1699527692,0.0,727722.6666666667,154.0,1.0,all containers
262,1699527695,0.0,15018.666666666668,152.0,1.0,all containers
263,1699527698,95.0,215722.66666666666,154.0,1.0,all containers
264,1699527701,0.0,1365.3333333333333,13.0,1.0,all containers
265,1699527704,0.0,88746.66666666666,7.0,1.0,all containers
266,1699527707,0.0,76458.66666666667,4.0,1.0,all containers
267,1699527710,0.6666666666666666,128341.33333333334,4.0,1.0,all containers
268,1699527713,0.3333333333333333,0.0,5.0,1.0,all containers
269,1699527716,24.0,47786.666666666664,158.0,1.0,all containers
270,1699527719,23.666666666666668,39594.666666666664,162.0,1.0,all containers
271,1699527722,24.0,0.0,158.0,1.0,all containers
272,1699527725,24.0,83285.33333333334,162.0,1.0,all containers
273,1699527728,24.333333333333332,559786.6666666667,163.0,1.0,all containers
274,1699527731,1.0,1365.3333333333333,165.0,1.0,all containers
275,1699527734,0.3333333333333333,0.0,164.0,1.0,all containers
276,1699527737,0.0,20480.0,164.0,1.0,all containers
277,1699527740,0.3333333333333333,45056.0,164.0,1.0,all containers
278,1699527743,0.0,1365.3333333333333,165.0,1.0,all containers
279,1699527746,0.0,1365.3333333333333,10.0,1.0,all containers
280,1699527749,0.0,0.0,7.0,1.0,all containers
281,1699527752,0.0,34133.333333333336,5.0,1.0,all containers
282,1699527755,0.0,132437.33333333334,3.0,1.0,all containers
283,1699527758,0.0,4096.0,5.0,1.0,all containers
284,1699527761,30.666666666666664,6453930.666666667,112.0,1.0,all containers
285,1699527764,30.666666666666668,7109290.666666667,168.0,1.0,all containers
286,1699527767,31.333333333333332,6810282.666666667,166.0,1.0,all containers
287,1699527770,31.0,2730.6666666666665,169.0,1.0,all containers
288,1699527773,31.0,8191.999999999999,172.0,1.0,all containers
289,1699527776,17.333333333333332,0.0,169.0,1.0,all containers
290,1699527779,0.0,106496.0,169.0,1.0,all containers
291,1699527782,0.0,0.0,170.0,1.0,all containers
292,1699527785,0.0,45056.0,169.0,1.0,all containers
293,1699527788,109.66666666666667,348160.0,171.0,1.0,all containers
294,1699527791,0.0,46421.333333333336,6.0,1.0,all containers
295,1699527794,0.0,1365.3333333333333,11.0,1.0,all containers
296,1699527797,0.3333333333333333,39594.666666666664,6.0,1.0,all containers
297,1699527800,0.3333333333333333,704512.0,2.0,1.0,all containers
298,1699527803,0.3333333333333333,137898.6666666667,0.0,1.0,all containers
299,1699527806,31.666666666666668,42965674.66666667,168.0,1.0,all containers
300,1699527809,31.0,42054997.333333336,170.0,1.0,all containers
301,1699527812,30.666666666666668,42153301.333333336,171.0,1.0,all containers
302,1699527815,30.666666666666668,42276181.333333336,170.0,1.0,all containers
303,1699527818,4.0,51882.666666666664,170.0,1.0,all containers
304,1699527821,0.6666666666666666,223914.66666666666,174.0,1.0,all containers
305,1699527824,0.0,0.0,172.0,1.0,all containers
306,1699527827,0.0,137898.6666666667,172.0,1.0,all containers
307,1699527830,0.0,0.0,173.0,1.0,all containers
308,1699527833,0.0,6826.666666666666,173.0,1.0,all containers
309,1699527836,0.6666666666666666,47786.666666666664,11.0,1.0,all containers
310,1699527839,0.0,0.0,8.0,1.0,all containers
311,1699527842,0.0,247125.3333333333,8.0,1.0,all containers
312,1699527845,0.0,249856.0,4.0,1.0,all containers
313,1699527848,1.0,203434.66666666666,4.0,1.0,all containers
314,1699527851,4.333333333333333,3765589.333333333,23.0,1.0,all containers
315,1699527854,4.0,2730.6666666666665,28.0,1.0,all containers
316,1699527857,4.0,0.0,27.0,1.0,all containers
317,1699527860,4.0,12288.0,27.0,1.0,all containers
318,1699527863,4.333333333333333,804181.3333333334,28.0,1.0,all containers
319,1699527866,4.0,178858.66666666666,31.0,1.0,all containers
320,1699527869,0.3333333333333333,0.0,31.0,1.0,all containers
321,1699527872,0.0,0.0,32.0,1.0,all containers
322,1699527875,0.6666666666666666,42325.333333333336,32.0,1.0,all containers
323,1699527878,0.3333333333333333,148821.3333333333,30.0,1.0,all containers
324,1699527881,0.3333333333333333,139264.0,0.0,1.0,all containers
325,1699527884,0.0,0.0,6.0,1.0,all containers
326,1699527887,0.0,17749.333333333336,2.0,1.0,all containers
327,1699527890,0.3333333333333333,352256.0,2.0,1.0,all containers
328,1699527893,0.0,412330.6666666667,13.0,1.0,all containers
329,1699527896,8.0,0.0,35.0,1.0,all containers
330,1699527899,8.333333333333334,45056.0,34.0,1.0,all containers
331,1699527902,8.0,0.0,34.0,1.0,all containers
332,1699527905,6.0,243029.3333333333,34.0,1.0,all containers
333,1699527908,0.6666666666666666,540672.0,39.0,1.0,all containers
334,1699527911,0.0,0.0,33.0,1.0,all containers
335,1699527914,0.0,86016.0,35.0,1.0,all containers
336,1699527917,0.0,6826.666666666667,37.0,1.0,all containers
337,1699527920,0.0,223914.66666666666,33.0,1.0,all containers
338,1699527923,0.0,0.0,34.0,1.0,all containers
339,1699527926,1.0,40960.0,3.0,1.0,all containers
340,1699527929,0.0,43690.666666666664,0.0,1.0,all containers
341,1699527932,0.0,60074.666666666664,2.0,1.0,all containers
342,1699527935,0.3333333333333333,154282.66666666666,2.0,1.0,all containers
343,1699527938,9.0,11276288.0,24.0,1.0,all containers
344,1699527941,14.666666666666666,11145216.0,48.0,1.0,all containers
345,1699527944,15.333333333333334,11147946.666666666,47.0,1.0,all containers
346,1699527947,15.0,11407360.0,46.0,1.0,all containers
347,1699527950,15.0,11347285.333333334,47.0,1.0,all containers
348,1699527953,13.333333333333334,94208.0,46.0,1.0,all containers
349,1699527956,0.3333333333333333,0.0,46.0,1.0,all containers
350,1699527959,0.3333333333333333,6826.666666666666,47.0,1.0,all containers
351,1699527962,0.0,0.0,46.0,1.0,all containers
352,1699527965,0.3333333333333333,57344.0,47.0,1.0,all containers
353,1699527968,0.6666666666666666,91477.33333333334,41.0,1.0,all containers
354,1699527971,0.0,0.0,3.0,1.0,all containers
355,1699527974,0.0,2730.6666666666665,3.0,1.0,all containers
356,1699527977,0.0,742741.3333333334,4.0,1.0,all containers
357,1699527980,0.0,4096.0,2.0,1.0,all containers
358,1699527983,13.666666666666666,17472170.666666664,27.0,1.0,all containers
359,1699527986,23.666666666666668,17174528.0,52.0,1.0,all containers
360,1699527989,24.0,0.0,52.0,1.0,all containers
361,1699527992,24.333333333333332,24576.0,53.0,1.0,all containers
362,1699527995,24.0,24576.0,57.0,1.0,all containers
363,1699527998,23.666666666666668,1365.3333333333333,55.0,1.0,all containers
364,1699528001,7.999999999999999,88746.66666666666,54.0,1.0,all containers
365,1699528004,0.0,1365.3333333333333,50.0,1.0,all containers
366,1699528007,0.0,5461.333333333333,49.0,1.0,all containers
367,1699528010,0.3333333333333333,703146.6666666667,52.0,1.0,all containers
368,1699528013,0.0,442368.0,50.0,1.0,all containers
369,1699528016,0.3333333333333333,1365.3333333333333,4.0,1.0,all containers
370,1699528019,0.0,19114.666666666664,3.0,1.0,all containers
371,1699528022,0.0,0.0,2.0,1.0,all containers
372,1699528025,0.0,114688.0,7.0,1.0,all containers
373,1699528028,0.6666666666666666,40960.0,10.0,1.0,all containers
374,1699528031,30.0,57344.00000000001,43.0,1.0,all containers
375,1699528034,31.0,285354.6666666667,38.0,1.0,all containers
376,1699528037,30.666666666666668,0.0,38.0,1.0,all containers
377,1699528040,13.0,243029.33333333334,39.0,1.0,all containers
378,1699528043,0.0,0.0,38.0,1.0,all containers
379,1699528046,0.0,587093.3333333334,37.0,1.0,all containers
380,1699528049,0.0,5461.333333333333,36.0,1.0,all containers
381,1699528052,127.66666666666667,2730.6666666666665,38.0,1.0,all containers
382,1699528055,0.0,0.0,37.0,1.0,all containers
383,1699528058,0.9999999999999999,200704.0,38.0,1.0,all containers
384,1699528061,0.3333333333333333,60074.666666666664,4.0,1.0,all containers
385,1699528064,0.0,0.0,0.0,1.0,all containers
386,1699528067,0.0,50517.333333333336,3.0,1.0,all containers
387,1699528070,0.0,204800.0,2.0,1.0,all containers
388,1699528073,0.3333333333333333,62805.333333333336,4.0,1.0,all containers
389,1699528076,30.333333333333332,0.0,37.0,1.0,all containers
390,1699528079,30.666666666666668,226645.3333333333,37.0,1.0,all containers
391,1699528082,30.333333333333332,1365.3333333333333,39.0,1.0,all containers
392,1699528085,31.0,232106.66666666666,40.0,1.0,all containers
393,1699528088,18.333333333333332,0.0,35.0,1.0,all containers
394,1699528091,0.3333333333333333,50517.333333333336,37.0,1.0,all containers
395,1699528094,0.3333333333333333,326314.6666666667,39.0,1.0,all containers
396,1699528097,0.0,1365.3333333333333,39.0,1.0,all containers
397,1699528100,0.0,0.0,39.0,1.0,all containers
398,1699528103,0.0,1365.3333333333333,43.0,1.0,all containers
399,1699528106,0.0,461482.6666666667,3.0,1.0,all containers
400,1699528109,0.6666666666666666,154282.6666666667,1.0,1.0,all containers
401,1699528112,0.3333333333333333,195242.66666666666,2.0,1.0,all containers
402,1699528115,0.0,417792.0,4.0,1.0,all containers
403,1699528118,0.0,66901.33333333333,19.0,1.0,all containers
404,1699528121,4.0,0.0,36.0,1.0,all containers
405,1699528124,4.333333333333333,159744.0,38.0,1.0,all containers
406,1699528127,4.0,0.0,37.0,1.0,all containers
407,1699528130,4.666666666666667,40960.0,44.0,1.0,all containers
408,1699528133,4.333333333333333,43690.666666666664,39.0,1.0,all containers
409,1699528136,0.6666666666666666,19114.666666666668,38.0,1.0,all containers
410,1699528139,0.0,0.0,37.0,1.0,all containers
411,1699528142,0.6666666666666666,21845.333333333332,37.0,1.0,all containers
412,1699528145,0.0,86016.0,36.0,1.0,all containers
413,1699528148,0.0,5461.333333333333,33.0,1.0,all containers
414,1699528151,0.3333333333333333,562517.3333333334,3.0,1.0,all containers
415,1699528154,0.3333333333333333,0.0,1.0,1.0,all containers
416,1699528157,0.3333333333333333,81920.0,2.0,1.0,all containers
417,1699528160,0.3333333333333333,13653.333333333334,2.0,1.0,all containers
418,1699528163,5.666666666666667,6348800.0,60.0,1.0,all containers
419,1699528166,8.333333333333334,6346069.333333333,55.0,1.0,all containers
420,1699528169,8.333333333333334,6321493.333333333,57.0,1.0,all containers
421,1699528172,6.666666666666666,503808.0,56.0,1.0,all containers
422,1699528175,0.0,46421.333333333336,56.0,1.0,all containers
423,1699528178,0.0,4096.0,56.0,1.0,all containers
424,1699528181,0.0,94208.0,54.0,1.0,all containers
425,1699528184,0.0,700416.0,57.0,1.0,all containers
426,1699528187,40.666666666666664,16384.0,56.0,1.0,all containers
427,1699528190,0.0,45056.0,56.0,1.0,all containers
428,1699528193,0.3333333333333333,0.0,24.0,1.0,all containers
429,1699528196,0.0,8192.0,3.0,1.0,all containers
430,1699528199,0.6666666666666666,43690.666666666664,3.0,1.0,all containers
431,1699528202,0.9999999999999999,335872.0,2.0,1.0,all containers
432,1699528205,0.0,8192.0,4.0,1.0,all containers
433,1699528208,14.666666666666666,11150677.333333334,89.0,1.0,all containers
434,1699528211,15.333333333333334,11205290.666666668,85.0,1.0,all containers
435,1699528214,14.666666666666666,11149312.0,86.0,1.0,all containers
436,1699528217,15.0,11324074.666666666,85.0,1.0,all containers
437,1699528220,15.333333333333334,11280384.0,87.0,1.0,all containers
