,timestamp,cgroupfs_cpu_usage_us,cgroupfs_memory_usage_bytes,cgroupfs_system_cpu_usage_us,cgroupfs_user_cpu_usage_us,platform_power,node_type,id
366,1699528007,0.0,0.0,0.0,0.0,49.0,1.0,all containers
367,1699528010,0.0,0.0,0.0,0.0,52.0,1.0,all containers
368,1699528013,63648.0,0.0,3060.0,60588.0,50.0,1.0,all containers
369,1699528016,148942.6666666667,0.0,0.0,148942.6666666667,4.0,1.0,all containers
370,1699528019,0.0,0.0,0.0,0.0,3.0,1.0,all containers
371,1699528022,0.0,0.0,0.0,0.0,2.0,1.0,all containers
372,1699528025,0.0,0.0,0.0,0.0,7.0,1.0,all containers
373,1699528028,343252.6666666666,557056.0,117243.33333333334,226015.0,10.0,1.0,all containers
374,1699528031,0.0,0.0,0.0,0.0,43.0,1.0,all containers
375,1699528034,0.0,0.0,0.0,0.0,38.0,1.0,all containers
376,1699528037,0.0,0.0,0.0,0.0,38.0,1.0,all containers
377,1699528040,11016.0,798720.0,2474.0,8541.333333333334,39.0,1.0,all containers
378,1699528043,7084.666666666667,798720.0,1592.0,5493.333333333334,38.0,1.0,all containers
379,1699528046,0.0,0.0,0.0,0.0,37.0,1.0,all containers
380,1699528049,0.0,0.0,0.0,0.0,36.0,1.0,all containers
381,1699528052,0.0,0.0,0.0,0.0,38.0,1.0,all containers
382,1699528055,0.0,0.0,0.0,0.0,37.0,1.0,all containers
383,1699528058,79876.0,0.0,52953.0,26923.0,38.0,1.0,all containers
384,1699528061,156678.0,0.0,51504.0,105174.0,4.0,1.0,all containers
385,1699528064,0.0,0.0,0.0,0.0,0.0,1.0,all containers
386,1699528067,0.0,0.0,0.0,0.0,3.0,1.0,all containers
387,1699528070,0.0,0.0,0.0,0.0,2.0,1.0,all containers
388,1699528073,353064.0,638976.0,136962.0,216096.0,4.0,1.0,all containers
389,1699528076,0.0,0.0,0.0,0.0,37.0,1.0,all containers
390,1699528079,0.0,0.0,0.0,0.0,37.0,1.0,all containers
391,1699528082,0.0,0.0,0.0,0.0,39.0,1.0,all containers
392,1699528085,0.0,0.0,0.0,0.0,40.0,1.0,all containers
393,1699528088,0.0,0.0,0.0,0.0,35.0,1.0,all containers
394,1699528091,0.0,0.0,0.0,0.0,37.0,1.0,all containers
395,1699528094,0.0,0.0,0.0,0.0,39.0,1.0,all containers
396,1699528097,0.0,0.0,0.0,0.0,39.0,1.0,all containers
397,1699528100,9486.666666666666,819200.0,0.0,9486.666666666666,39.0,1.0,all containers
398,1699528103,76060.0,819200.0,486.66666666666663,75573.33333333333,43.0,1.0,all containers
399,1699528106,151436.3333333333,778240.0,30767.333333333332,120669.0,3.0,1.0,all containers
400,1699528109,0.0,0.0,0.0,0.0,1.0,1.0,all containers
401,1699528112,0.0,0.0,0.0,0.0,2.0,1.0,all containers
402,1699528115,0.0,0.0,0.0,0.0,4.0,1.0,all containers
403,1699528118,406948.3333333333,648533.3333333334,81662.0,325292.6666666667,19.0,1.0,all containers
404,1699528121,0.0,0.0,0.0,0.0,36.0,1.0,all containers
405,1699528124,0.0,0.0,0.0,0.0,38.0,1.0,all containers
406,1699528127,0.0,0.0,0.0,0.0,37.0,1.0,all containers
407,1699528130,0.0,0.0,0.0,0.0,44.0,1.0,all containers
408,1699528133,0.0,0.0,0.0,0.0,39.0,1.0,all containers
409,1699528136,0.0,0.0,0.0,0.0,38.0,1.0,all containers
410,1699528139,0.0,0.0,0.0,0.0,37.0,1.0,all containers
411,1699528142,0.0,0.0,0.0,0.0,37.0,1.0,all containers
412,1699528145,0.0,0.0,0.0,0.0,36.0,1.0,all containers
413,1699528148,66660.0,0.0,30286.666666666664,36373.333333333336,33.0,1.0,all containers
414,1699528151,166053.3333333333,0.0,27633.333333333336,138420.0,3.0,1.0,all containers
415,1699528154,0.0,0.0,0.0,0.0,1.0,1.0,all containers
416,1699528157,0.0,0.0,0.0,0.0,2.0,1.0,all containers
417,1699528160,143720.0,81920.0,50406.66666666667,93306.66666666666,2.0,1.0,all containers
418,1699528163,14547745.0,4588885.333333333,3248248.666666667,11299503.0,60.0,1.0,all containers
419,1699528166,0.0,0.0,0.0,0.0,55.0,1.0,all containers
420,1699528169,0.0,0.0,0.0,0.0,57.0,1.0,all containers
421,1699528172,0.0,0.0,0.0,0.0,56.0,1.0,all containers
422,1699528175,0.0,0.0,0.0,0.0,56.0,1.0,all containers
423,1699528178,0.0,0.0,0.0,0.0,56.0,1.0,all containers
424,1699528181,0.0,0.0,0.0,0.0,54.0,1.0,all containers
425,1699528184,0.0,0.0,0.0,0.0,57.0,1.0,all containers
426,1699528187,0.0,0.0,0.0,0.0,56.0,1.0,all containers
427,1699528190,0.0,0.0,0.0,0.0,56.0,1.0,all containers
428,1699528193,204697.0,0.0,45469.33333333333,159227.6666666667,24.0,1.0,all containers
429,1699528196,10472.0,0.0,2351.666666666667,8114.666666666666,3.0,1.0,all containers
430,1699528199,0.0,0.0,0.0,0.0,3.0,1.0,all containers
431,1699528202,0.0,0.0,0.0,0.0,2.0,1.0,all containers
432,1699528205,357266.3333333334,580266.6666666667,100470.0,256796.3333333333,4.0,1.0,all containers
433,1699528208,0.0,0.0,0.0,0.0,89.0,1.0,all containers
434,1699528211,0.0,0.0,0.0,0.0,85.0,1.0,all containers
435,1699528214,0.0,0.0,0.0,0.0,86.0,1.0,all containers
436,1699528217,0.0,0.0,0.0,0.0,85.0,1.0,all containers
437,1699528220,0.0,0.0,0.0,0.0,87.0,1.0,all containers
438,1699528223,15067.0,0.0,3388.3333333333335,11678.666666666666,85.0,1.0,all containers
439,1699528226,0.0,0.0,0.0,0.0,88.0,1.0,all containers
440,1699528229,0.0,0.0,0.0,0.0,88.0,1.0,all containers
441,1699528232,0.0,0.0,0.0,0.0,87.0,1.0,all containers
442,1699528235,0.0,0.0,0.0,0.0,89.0,1.0,all containers
443,1699528238,205194.0,0.0,31776.0,173424.0,10.0,1.0,all containers
444,1699528241,0.0,0.0,0.0,0.0,2.0,1.0,all containers
445,1699528244,0.0,0.0,0.0,0.0,3.0,1.0,all containers
446,1699528247,0.0,0.0,0.0,0.0,1.0,1.0,all containers
447,1699528250,381513.6666666667,674474.6666666666,134716.3333333333,246791.0,14.0,1.0,all containers
448,1699528253,0.0,0.0,0.0,0.0,92.0,1.0,all containers
449,1699528256,0.0,0.0,0.0,0.0,92.0,1.0,all containers
450,1699528259,0.0,0.0,0.0,0.0,92.0,1.0,all containers
451,1699528262,0.0,0.0,0.0,0.0,95.0,1.0,all containers
452,1699528265,0.0,0.0,0.0,0.0,93.0,1.0,all containers
453,1699528268,0.0,0.0,0.0,0.0,95.0,1.0,all containers
454,1699528271,0.0,0.0,0.0,0.0,93.0,1.0,all containers
455,1699528274,0.0,0.0,0.0,0.0,92.0,1.0,all containers
456,1699528277,0.0,0.0,0.0,0.0,91.0,1.0,all containers
457,1699528280,67270.0,0.0,18060.0,49217.0,90.0,1.0,all containers
458,1699528283,195606.6666666667,0.0,105180.0,90420.0,3.0,1.0,all containers
459,1699528286,0.0,0.0,0.0,0.0,0.0,1.0,all containers
460,1699528289,0.0,0.0,0.0,0.0,3.0,1.0,all containers
461,1699528292,0.0,0.0,0.0,0.0,1.0,1.0,all containers
462,1699528295,419846.6666666666,709973.3333333333,102833.33333333334,317020.0,4.0,1.0,all containers
463,1699528298,0.0,0.0,0.0,0.0,74.0,1.0,all containers
464,1699528301,0.0,0.0,0.0,0.0,85.0,1.0,all containers
465,1699528304,0.0,0.0,0.0,0.0,82.0,1.0,all containers
466,1699528307,0.0,0.0,0.0,0.0,77.0,1.0,all containers
467,1699528310,0.0,0.0,0.0,0.0,84.0,1.0,all containers
468,1699528313,0.0,0.0,0.0,0.0,83.0,1.0,all containers
469,1699528316,0.0,0.0,0.0,0.0,83.0,1.0,all containers
470,1699528319,0.0,0.0,0.0,0.0,82.0,1.0,all containers
471,1699528322,0.0,0.0,0.0,0.0,83.0,1.0,all containers
472,1699528325,9114.0,589824.0,0.0,9114.0,83.0,1.0,all containers
473,1699528328,202849.6666666667,557056.0,0.0,202849.6666666667,2.0,1.0,all containers
474,1699528331,0.0,0.0,0.0,0.0,2.0,1.0,all containers
475,1699528334,0.0,0.0,0.0,0.0,2.0,1.0,all containers
476,1699528337,0.0,0.0,0.0,0.0,1.0,1.0,all containers
477,1699528340,336260.0,557056.0,29846.333333333336,306413.6666666666,5.0,1.0,all containers
478,1699528343,14161.333333333334,557056.0,0.0,14161.333333333334,82.0,1.0,all containers
479,1699528346,0.0,0.0,0.0,0.0,83.0,1.0,all containers
480,1699528349,0.0,0.0,0.0,0.0,82.0,1.0,all containers
481,1699528352,0.0,0.0,0.0,0.0,81.0,1.0,all containers
482,1699528355,0.0,0.0,0.0,0.0,82.0,1.0,all containers
483,1699528358,0.0,0.0,0.0,0.0,81.0,1.0,all containers
484,1699528361,0.0,0.0,0.0,0.0,84.0,1.0,all containers
485,1699528364,0.0,0.0,0.0,0.0,83.0,1.0,all containers
486,1699528367,0.0,0.0,0.0,0.0,82.0,1.0,all containers
487,1699528370,0.0,0.0,0.0,0.0,82.0,1.0,all containers
488,1699528373,219810.0,0.0,38070.0,181734.0,19.0,1.0,all containers
489,1699528376,0.0,0.0,0.0,0.0,3.0,1.0,all containers
490,1699528379,0.0,0.0,0.0,0.0,2.0,1.0,all containers
491,1699528382,0.0,0.0,0.0,0.0,3.0,1.0,all containers
492,1699528385,383274.0,638976.0,146334.0,236940.0,2.0,1.0,all containers
493,1699528388,0.0,0.0,0.0,0.0,59.0,1.0,all containers
494,1699528391,0.0,0.0,0.0,0.0,56.0,1.0,all containers
495,1699528394,0.0,0.0,0.0,0.0,58.0,1.0,all containers
496,1699528397,0.0,0.0,0.0,0.0,60.0,1.0,all containers
497,1699528400,0.0,0.0,0.0,0.0,58.0,1.0,all containers
498,1699528403,15766.666666666668,27306.666666666664,15766.666666666668,0.0,58.0,1.0,all containers
499,1699528406,0.0,0.0,0.0,0.0,59.0,1.0,all containers
500,1699528409,0.0,0.0,0.0,0.0,60.0,1.0,all containers
501,1699528412,0.0,0.0,0.0,0.0,55.0,1.0,all containers
502,1699528415,66780.0,0.0,5586.666666666666,61200.0,66.0,1.0,all containers
503,1699528418,162785.66666666666,0.0,27379.0,135406.6666666667,5.0,1.0,all containers
504,1699528421,0.0,0.0,0.0,0.0,0.0,1.0,all containers
505,1699528424,0.0,0.0,0.0,0.0,2.0,1.0,all containers
506,1699528427,0.0,0.0,0.0,0.0,3.0,1.0,all containers
507,1699528430,393015.0,674474.6666666666,110896.66666666667,282118.3333333334,7.0,1.0,all containers
508,1699528433,0.0,0.0,0.0,0.0,89.0,1.0,all containers
509,1699528436,0.0,0.0,0.0,0.0,89.0,1.0,all containers
510,1699528439,0.0,0.0,0.0,0.0,89.0,1.0,all containers
511,1699528442,0.0,0.0,0.0,0.0,87.0,1.0,all containers
512,1699528445,0.0,0.0,0.0,0.0,91.0,1.0,all containers
513,1699528448,0.0,0.0,0.0,0.0,89.0,1.0,all containers
514,1699528451,0.0,0.0,0.0,0.0,91.0,1.0,all containers
515,1699528454,0.0,0.0,0.0,0.0,88.0,1.0,all containers
516,1699528457,0.0,0.0,0.0,0.0,91.0,1.0,all containers
517,1699528460,64806.66666666667,0.0,23613.333333333336,41186.66666666667,92.0,1.0,all containers
518,1699528463,176753.3333333333,0.0,66880.0,109880.0,5.0,1.0,all containers
519,1699528466,0.0,0.0,0.0,0.0,4.0,1.0,all containers
520,1699528469,0.0,0.0,0.0,0.0,4.0,1.0,all containers
521,1699528472,307338.3333333333,1037653.3333333333,55942.33333333333,251396.0,0.0,1.0,all containers
522,1699528475,14621142.666666666,4962986.666666667,3302521.0,11318621.666666666,141.0,1.0,all containers
523,1699528478,0.0,0.0,0.0,0.0,151.0,1.0,all containers
524,1699528481,0.0,0.0,0.0,0.0,150.0,1.0,all containers
525,1699528484,0.0,0.0,0.0,0.0,149.0,1.0,all containers
526,1699528487,0.0,0.0,0.0,0.0,151.0,1.0,all containers
527,1699528490,0.0,0.0,0.0,0.0,152.0,1.0,all containers
528,1699528493,0.0,0.0,0.0,0.0,152.0,1.0,all containers
529,1699528496,0.0,0.0,0.0,0.0,151.0,1.0,all containers
530,1699528499,0.0,0.0,0.0,0.0,151.0,1.0,all containers
531,1699528502,0.0,0.0,0.0,0.0,153.0,1.0,all containers
532,1699528505,209117.0,208896.0,59449.0,149662.3333333333,41.0,1.0,all containers
533,1699528508,12738.666666666668,208896.0,2867.333333333333,9871.333333333332,10.0,1.0,all containers
534,1699528511,0.0,0.0,0.0,0.0,4.0,1.0,all containers
535,1699528514,0.0,0.0,0.0,0.0,3.0,1.0,all containers
536,1699528517,354138.3333333334,603477.3333333333,70816.33333333334,283322.0,4.0,1.0,all containers
537,1699528520,0.0,0.0,0.0,0.0,134.0,1.0,all containers
538,1699528523,9823.0,0.0,9823.0,0.0,153.0,1.0,all containers
539,1699528526,0.0,0.0,0.0,0.0,153.0,1.0,all containers
540,1699528529,0.0,0.0,0.0,0.0,154.0,1.0,all containers
541,1699528532,0.0,0.0,0.0,0.0,155.0,1.0,all containers
542,1699528535,0.0,0.0,0.0,0.0,150.0,1.0,all containers
543,1699528538,0.0,0.0,0.0,0.0,157.0,1.0,all containers
544,1699528541,0.0,0.0,0.0,0.0,156.0,1.0,all containers
545,1699528544,0.0,0.0,0.0,0.0,157.0,1.0,all containers
546,1699528547,0.0,0.0,0.0,0.0,158.0,1.0,all containers
547,1699528550,190752.0,0.0,65742.0,125010.0,18.0,1.0,all containers
548,1699528553,19884.0,0.0,0.0,19884.0,8.0,1.0,all containers
549,1699528556,0.0,0.0,0.0,0.0,4.0,1.0,all containers
550,1699528559,0.0,0.0,0.0,0.0,4.0,1.0,all containers
551,1699528562,360936.0,614400.0,126360.0,234576.0,9.0,1.0,all containers
552,1699528565,0.0,0.0,0.0,0.0,122.0,1.0,all containers
553,1699528568,0.0,0.0,0.0,0.0,152.0,1.0,all containers
554,1699528571,0.0,0.0,0.0,0.0,152.0,1.0,all containers
555,1699528574,0.0,0.0,0.0,0.0,154.0,1.0,all containers
556,1699528577,0.0,0.0,0.0,0.0,152.0,1.0,all containers
557,1699528580,0.0,0.0,0.0,0.0,154.0,1.0,all containers
558,1699528583,10286.666666666668,27306.666666666664,2320.0,7966.666666666666,155.0,1.0,all containers
559,1699528586,0.0,0.0,0.0,0.0,154.0,1.0,all containers
560,1699528589,0.0,0.0,0.0,0.0,155.0,1.0,all containers
561,1699528592,0.0,0.0,0.0,0.0,155.0,1.0,all containers
562,1699528595,224580.0,0.0,90782.0,133798.0,33.0,1.0,all containers
563,1699528598,13217.666666666666,0.0,0.0,13217.666666666666,7.0,1.0,all containers
564,1699528601,0.0,0.0,0.0,0.0,5.0,1.0,all containers
565,1699528604,0.0,0.0,0.0,0.0,1.0,1.0,all containers
566,1699528607,403458.6666666667,622592.0,163115.0,240350.0,3.0,1.0,all containers
567,1699528610,0.0,0.0,0.0,0.0,145.0,1.0,all containers
568,1699528613,0.0,0.0,0.0,0.0,149.0,1.0,all containers
569,1699528616,0.0,0.0,0.0,0.0,151.0,1.0,all containers
570,1699528619,0.0,0.0,0.0,0.0,150.0,1.0,all containers
571,1699528622,0.0,0.0,0.0,0.0,153.0,1.0,all containers
572,1699528625,0.0,0.0,0.0,0.0,154.0,1.0,all containers
573,1699528628,0.0,0.0,0.0,0.0,155.0,1.0,all containers
574,1699528631,0.0,0.0,0.0,0.0,155.0,1.0,all containers
575,1699528634,0.0,0.0,0.0,0.0,154.0,1.0,all containers
576,1699528637,0.0,0.0,0.0,0.0,157.0,1.0,all containers
577,1699528640,236286.6666666667,273066.6666666667,52453.33333333333,183833.3333333333,51.0,1.0,all containers
578,1699528643,45400.0,273066.6666666667,0.0,45393.33333333333,10.0,1.0,all containers
579,1699528646,0.0,0.0,0.0,0.0,5.0,1.0,all containers
580,1699528649,0.0,0.0,0.0,0.0,3.0,1.0,all containers
581,1699528652,408120.0,600746.6666666666,134693.33333333334,273426.6666666667,1.0,1.0,all containers
582,1699528655,0.0,0.0,0.0,0.0,31.0,1.0,all containers
583,1699528658,0.0,0.0,0.0,0.0,33.0,1.0,all containers
584,1699528661,0.0,0.0,0.0,0.0,25.0,1.0,all containers
585,1699528664,0.0,0.0,0.0,0.0,31.0,1.0,all containers
586,1699528667,0.0,0.0,0.0,0.0,26.0,1.0,all containers
587,1699528670,0.0,0.0,0.0,0.0,28.0,1.0,all containers
588,1699528673,0.0,0.0,0.0,0.0,26.0,1.0,all containers
589,1699528676,0.0,0.0,0.0,0.0,23.0,1.0,all containers
590,1699528679,0.0,0.0,0.0,0.0,26.0,1.0,all containers
591,1699528682,0.0,0.0,0.0,0.0,27.0,1.0,all containers
592,1699528685,234356.3333333333,0.0,23188.0,211168.3333333333,0.0,1.0,all containers
593,1699528688,0.0,0.0,0.0,0.0,1.0,1.0,all containers
594,1699528691,0.0,0.0,0.0,0.0,3.0,1.0,all containers
595,1699528694,0.0,0.0,0.0,0.0,3.0,1.0,all containers
596,1699528697,361975.3333333334,626688.0,172476.3333333333,189504.6666666667,8.0,1.0,all containers
597,1699528700,0.0,0.0,0.0,0.0,41.0,1.0,all containers
598,1699528703,18385.666666666664,0.0,4154.666666666666,14224.666666666666,35.0,1.0,all containers
599,1699528706,0.0,0.0,0.0,0.0,40.0,1.0,all containers
600,1699528709,0.0,0.0,0.0,0.0,29.0,1.0,all containers
601,1699528712,0.0,0.0,0.0,0.0,31.0,1.0,all containers
602,1699528715,0.0,0.0,0.0,0.0,34.0,1.0,all containers
603,1699528718,0.0,0.0,0.0,0.0,34.0,1.0,all containers
604,1699528721,0.0,0.0,0.0,0.0,32.0,1.0,all containers
605,1699528724,0.0,0.0,0.0,0.0,33.0,1.0,all containers
606,1699528727,59900.666666666664,0.0,16061.333333333334,43839.333333333336,37.0,1.0,all containers
607,1699528730,156066.0,0.0,51390.0,104676.0,3.0,1.0,all containers
608,1699528733,0.0,0.0,0.0,0.0,2.0,1.0,all containers
609,1699528736,0.0,0.0,0.0,0.0,2.0,1.0,all containers
610,1699528739,0.0,0.0,0.0,0.0,0.0,1.0,all containers
611,1699528742,376110.0,589824.0,150318.0,225792.0,12.0,1.0,all containers
612,1699528745,0.0,0.0,0.0,0.0,43.0,1.0,all containers
613,1699528748,0.0,0.0,0.0,0.0,45.0,1.0,all containers
614,1699528751,0.0,0.0,0.0,0.0,44.0,1.0,all containers
615,1699528754,0.0,0.0,0.0,0.0,45.0,1.0,all containers
616,1699528757,0.0,0.0,0.0,0.0,43.0,1.0,all containers
617,1699528760,0.0,0.0,0.0,0.0,45.0,1.0,all containers
618,1699528763,21713.333333333336,27306.666666666664,4920.0,16793.333333333332,45.0,1.0,all containers
619,1699528766,0.0,0.0,0.0,0.0,43.0,1.0,all containers
620,1699528769,0.0,0.0,0.0,0.0,46.0,1.0,all containers
621,1699528772,66300.0,0.0,51733.33333333333,14566.666666666668,26.0,1.0,all containers
622,1699528775,158415.66666666666,0.0,5966.0,152449.6666666667,1.0,1.0,all containers
623,1699528778,0.0,0.0,0.0,0.0,1.0,1.0,all containers
624,1699528781,0.0,0.0,0.0,0.0,2.0,1.0,all containers
625,1699528784,0.0,0.0,0.0,0.0,3.0,1.0,all containers
626,1699528787,389582.3333333333,648533.3333333334,195402.33333333334,194180.0,9.0,1.0,all containers
627,1699528790,0.0,0.0,0.0,0.0,53.0,1.0,all containers
628,1699528793,0.0,0.0,0.0,0.0,49.0,1.0,all containers
629,1699528796,0.0,0.0,0.0,0.0,52.0,1.0,all containers
630,1699528799,0.0,0.0,0.0,0.0,52.0,1.0,all containers
631,1699528802,0.0,0.0,0.0,0.0,54.0,1.0,all containers
632,1699528805,0.0,0.0,0.0,0.0,54.0,1.0,all containers
633,1699528808,0.0,0.0,0.0,0.0,54.0,1.0,all containers
634,1699528811,0.0,0.0,0.0,0.0,53.0,1.0,all containers
635,1699528814,0.0,0.0,0.0,0.0,52.0,1.0,all containers
636,1699528817,63945.0,0.0,7882.0,56063.0,62.0,1.0,all containers
637,1699528820,173066.6666666667,0.0,50720.0,122346.66666666666,3.0,1.0,all containers
638,1699528823,14833.333333333332,0.0,14840.0,0.0,5.0,1.0,all containers
639,1699528826,0.0,0.0,0.0,0.0,3.0,1.0,all containers
640,1699528829,0.0,0.0,0.0,0.0,2.0,1.0,all containers
641,1699528832,408000.0,682666.6666666667,131826.66666666666,276166.6666666667,27.0,1.0,all containers
642,1699528835,0.0,0.0,0.0,0.0,37.0,1.0,all containers
643,1699528838,0.0,0.0,0.0,0.0,42.0,1.0,all containers
644,1699528841,0.0,0.0,0.0,0.0,38.0,1.0,all containers
645,1699528844,0.0,0.0,0.0,0.0,39.0,1.0,all containers
646,1699528847,0.0,0.0,0.0,0.0,39.0,1.0,all containers
647,1699528850,0.0,0.0,0.0,0.0,39.0,1.0,all containers
648,1699528853,0.0,0.0,0.0,0.0,37.0,1.0,all containers
649,1699528856,0.0,0.0,0.0,0.0,39.0,1.0,all containers
650,1699528859,0.0,0.0,0.0,0.0,41.0,1.0,all containers
651,1699528862,80490.0,0.0,1224.0,79272.0,40.0,1.0,all containers
652,1699528865,161981.6666666667,0.0,41117.33333333333,120858.66666666666,2.0,1.0,all containers
653,1699528868,0.0,0.0,0.0,0.0,0.0,1.0,all containers
654,1699528871,0.0,0.0,0.0,0.0,2.0,1.0,all containers
655,1699528874,0.0,0.0,0.0,0.0,0.0,1.0,all containers
656,1699528877,355368.0,557056.0,152773.3333333333,202594.6666666667,12.0,1.0,all containers
657,1699528880,0.0,0.0,0.0,0.0,44.0,1.0,all containers
658,1699528883,16061.333333333334,0.0,3654.3333333333335,12407.0,40.0,1.0,all containers
659,1699528886,0.0,0.0,0.0,0.0,40.0,1.0,all containers
660,1699528889,0.0,0.0,0.0,0.0,39.0,1.0,all containers
661,1699528892,0.0,0.0,0.0,0.0,40.0,1.0,all containers
662,1699528895,0.0,0.0,0.0,0.0,39.0,1.0,all containers
663,1699528898,0.0,0.0,0.0,0.0,40.0,1.0,all containers
664,1699528901,0.0,0.0,0.0,0.0,37.0,1.0,all containers
665,1699528904,0.0,0.0,0.0,0.0,39.0,1.0,all containers
666,1699528907,89312.66666666667,0.0,0.0,89319.0,41.0,1.0,all containers
667,1699528910,159660.0,0.0,4296.0,155364.0,0.0,1.0,all containers
668,1699528913,0.0,0.0,0.0,0.0,0.0,1.0,all containers
669,1699528916,0.0,0.0,0.0,0.0,0.0,1.0,all containers
670,1699528919,0.0,0.0,0.0,0.0,2.0,1.0,all containers
671,1699528922,362196.0,614400.0,139242.0,222954.0,6.0,1.0,all containers
672,1699528925,0.0,0.0,0.0,0.0,35.0,1.0,all containers
673,1699528928,0.0,0.0,0.0,0.0,41.0,1.0,all containers
674,1699528931,0.0,0.0,0.0,0.0,34.0,1.0,all containers
675,1699528934,0.0,0.0,0.0,0.0,37.0,1.0,all containers
676,1699528937,0.0,0.0,0.0,0.0,37.0,1.0,all containers
677,1699528940,0.0,0.0,0.0,0.0,41.0,1.0,all containers
678,1699528943,21380.0,27306.666666666664,4860.0,16520.0,39.0,1.0,all containers
679,1699528946,0.0,0.0,0.0,0.0,33.0,1.0,all containers
680,1699528949,0.0,0.0,0.0,0.0,35.0,1.0,all containers
681,1699528952,88646.66666666666,0.0,7500.0,81146.66666666667,40.0,1.0,all containers
682,1699528955,172855.66666666666,0.0,23655.0,149194.3333333333,5.0,1.0,all containers
683,1699528958,0.0,0.0,0.0,0.0,3.0,1.0,all containers
684,1699528961,0.0,0.0,0.0,0.0,1.0,1.0,all containers
685,1699528964,37119.66666666667,285354.6666666666,8442.333333333332,28683.666666666668,2.0,1.0,all containers
686,1699528967,15276635.0,4445525.333333334,3467595.6666666665,11809039.333333334,27.0,1.0,all containers
687,1699528970,0.0,0.0,0.0,0.0,54.0,1.0,all containers
688,1699528973,0.0,0.0,0.0,0.0,53.0,1.0,all containers
689,1699528976,0.0,0.0,0.0,0.0,51.0,1.0,all containers
690,1699528979,0.0,0.0,0.0,0.0,54.0,1.0,all containers
691,1699528982,0.0,0.0,0.0,0.0,54.0,1.0,all containers
692,1699528985,0.0,0.0,0.0,0.0,55.0,1.0,all containers
693,1699528988,0.0,0.0,0.0,0.0,52.0,1.0,all containers
694,1699528991,0.0,0.0,0.0,0.0,53.0,1.0,all containers
695,1699528994,0.0,0.0,0.0,0.0,53.0,1.0,all containers
696,1699528997,206520.0,0.0,0.0,206520.0,45.0,1.0,all containers
697,1699529000,35986.666666666664,0.0,0.0,35980.0,4.0,1.0,all containers
698,1699529003,15226.666666666668,0.0,1626.6666666666665,13600.0,0.0,1.0,all containers
699,1699529006,0.0,0.0,0.0,0.0,2.0,1.0,all containers
700,1699529009,408433.3333333334,737280.0,143446.66666666666,264986.6666666667,1.0,1.0,all containers
701,1699529012,0.0,0.0,0.0,0.0,81.0,1.0,all containers
702,1699529015,0.0,0.0,0.0,0.0,80.0,1.0,all containers
703,1699529018,0.0,0.0,0.0,0.0,83.0,1.0,all containers
704,1699529021,918.0,0.0,210.0,714.0,80.0,1.0,all containers
705,1699529024,0.0,0.0,0.0,0.0,81.0,1.0,all containers
706,1699529027,0.0,0.0,0.0,0.0,76.0,1.0,all containers
707,1699529030,0.0,0.0,0.0,0.0,82.0,1.0,all containers
708,1699529033,0.0,0.0,0.0,0.0,81.0,1.0,all containers
709,1699529036,0.0,0.0,0.0,0.0,80.0,1.0,all containers
710,1699529039,0.0,0.0,0.0,0.0,82.0,1.0,all containers
711,1699529042,196911.0,0.0,20009.0,176896.3333333333,1.0,1.0,all containers
712,1699529045,0.0,0.0,0.0,0.0,3.0,1.0,all containers
713,1699529048,0.0,0.0,0.0,0.0,3.0,1.0,all containers
714,1699529051,0.0,0.0,0.0,0.0,2.0,1.0,all containers
715,1699529054,368322.0,603477.3333333333,66487.0,301835.0,5.0,1.0,all containers
716,1699529057,0.0,0.0,0.0,0.0,91.0,1.0,all containers
717,1699529060,0.0,0.0,0.0,0.0,92.0,1.0,all containers
718,1699529063,11672.333333333334,0.0,0.0,11672.333333333334,89.0,1.0,all containers
719,1699529066,0.0,0.0,0.0,0.0,91.0,1.0,all containers
720,1699529069,0.0,0.0,0.0,0.0,86.0,1.0,all containers
721,1699529072,0.0,0.0,0.0,0.0,86.0,1.0,all containers
722,1699529075,0.0,0.0,0.0,0.0,87.0,1.0,all containers
723,1699529078,0.0,0.0,0.0,0.0,95.0,1.0,all containers
724,1699529081,0.0,0.0,0.0,0.0,86.0,1.0,all containers
725,1699529084,67735.0,466944.0,0.0,67735.0,90.0,1.0,all containers
726,1699529087,169638.0,466944.0,0.0,169638.0,3.0,1.0,all containers
727,1699529090,0.0,466944.0,0.0,0.0,2.0,1.0,all containers
728,1699529093,0.0,0.0,0.0,0.0,2.0,1.0,all containers
729,1699529096,0.0,0.0,0.0,0.0,2.0,1.0,all containers
730,1699529099,354042.0,589824.0,113346.0,240702.0,7.0,1.0,all containers
731,1699529102,0.0,0.0,0.0,0.0,83.0,1.0,all containers
732,1699529105,0.0,0.0,0.0,0.0,86.0,1.0,all containers
733,1699529108,0.0,0.0,0.0,0.0,86.0,1.0,all containers
734,1699529111,0.0,0.0,0.0,0.0,87.0,1.0,all containers
735,1699529114,0.0,0.0,0.0,0.0,86.0,1.0,all containers
736,1699529117,0.0,0.0,0.0,0.0,85.0,1.0,all containers
737,1699529120,0.0,0.0,0.0,0.0,86.0,1.0,all containers
738,1699529123,15520.0,0.0,3520.0,11993.333333333332,88.0,1.0,all containers
739,1699529126,0.0,0.0,0.0,0.0,85.0,1.0,all containers
740,1699529129,0.0,0.0,0.0,0.0,85.0,1.0,all containers
741,1699529132,231040.0,0.0,51306.333333333336,179733.66666666666,3.0,1.0,all containers
